排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
1,801881.SI,摩托车及其他,83.0,76.9,88.5,83.8,54.4
2,801193.SI,证券Ⅱ,78.7,91.5,97.7,41.5,74.3
3,801764.SI,游戏Ⅱ,75.3,81.5,82.3,60.0,52.0
4,801991.SI,航空机场,73.4,86.9,84.6,44.6,32.5
5,801156.SI,医疗服务,73.2,96.2,90.0,26.9,63.7
6,801081.SI,半导体,70.6,99.2,99.2,3.8,67.4
7,801111.SI,白色家电,69.9,75.4,70.8,62.3,57.9
8,801085.SI,消费电子,69.8,88.5,89.2,25.4,63.9
9,801086.SI,电子化学品Ⅱ,69.7,98.5,100.0,0.8,61.7
10,801712.SI,玻璃玻纤,69.4,100.0,96.2,2.3,66.9
11,801218.SI,专业服务,69.2,83.1,69.2,53.1,80.7
12,801084.SI,光学光电子,68.0,97.7,95.4,1.5,53.5
13,801101.SI,计算机设备,67.9,87.7,70.0,42.3,70.2
14,801019.SI,农业综合Ⅱ,67.8,24.6,93.8,87.7,29.9
15,801039.SI,非金属材料Ⅱ,67.8,96.9,92.3,5.4,63.9
16,801014.SI,饲料,67.6,66.2,61.5,76.2,41.3
17,801083.SI,元件,67.6,94.6,98.5,0.0,51.6
18,801082.SI,其他电子Ⅱ,66.8,95.4,91.5,4.6,68.7
19,801037.SI,橡胶,66.5,93.8,79.2,20.0,70.6
20,801054.SI,小金属,66.3,92.3,94.6,3.1,67.6
21,801124.SI,食品加工,65.8,62.3,48.5,90.0,60.1
22,801726.SI,工程咨询服务Ⅱ,65.2,93.1,66.9,30.8,68.5
23,801038.SI,农化制品,65.2,78.5,63.1,52.3,41.8
24,801034.SI,化学制品,65.2,90.8,86.9,10.0,59.1
25,801724.SI,专业工程,64.8,90.0,75.4,23.1,59.5
26,801033.SI,化学原料,64.1,83.8,76.9,26.2,62.8
27,801092.SI,汽车服务,64.1,33.1,71.5,91.5,46.9
28,801745.SI,军工电子Ⅱ,63.8,85.4,87.7,10.8,53.4
29,801072.SI,通用设备,63.4,89.2,80.8,13.1,58.9
30,801032.SI,化学纤维,62.2,80.0,83.8,16.2,46.1
31,801722.SI,装修装饰Ⅱ,62.1,73.8,83.1,23.8,47.1
32,801078.SI,自动化设备,62.0,79.2,90.8,8.5,62.1
33,801741.SI,航天装备Ⅱ,61.9,86.2,85.4,6.2,24.1
34,801036.SI,塑料,61.7,82.3,86.2,9.2,69.0
35,801992.SI,航运港口,61.3,74.6,44.6,65.4,71.9
36,801102.SI,通信设备,61.2,84.6,78.5,13.8,69.7
37,801051.SI,金属新材料,60.5,70.0,93.1,11.5,69.7
38,801074.SI,专用设备,60.5,80.8,76.2,18.5,53.3
39,801735.SI,光伏设备,59.9,76.2,73.8,24.6,48.0
40,801131.SI,纺织制造,59.7,69.2,63.8,43.8,61.2
41,801206.SI,互联网电商,59.6,63.8,57.7,56.9,51.4
42,801018.SI,动物保健Ⅱ,58.5,73.1,81.5,14.6,59.8
43,801141.SI,包装印刷,57.8,63.1,72.3,34.6,59.3
44,801151.SI,化学制药,57.7,67.7,65.4,36.9,63.7
45,801711.SI,水泥,57.7,53.8,38.5,84.6,45.6
46,801981.SI,个护用品,57.5,41.5,56.9,76.9,57.2
47,801178.SI,物流,57.2,50.0,28.5,99.2,51.8
48,801744.SI,航海装备Ⅱ,56.6,43.1,42.3,89.2,46.3
49,801742.SI,航空装备Ⅱ,56.2,58.5,54.6,55.4,31.8
50,801076.SI,轨交设备Ⅱ,55.9,56.2,74.6,33.8,64.5
51,801963.SI,炼化及贸易,55.6,68.5,60.0,35.4,51.1
52,801077.SI,工程机械,55.5,50.8,52.3,64.6,43.7
53,801972.SI,环保设备Ⅱ,55.4,72.3,80.0,6.9,68.3
54,801179.SI,铁路公路,55.2,45.4,29.2,96.9,50.6
55,801733.SI,其他电源设备Ⅱ,53.8,56.9,77.7,22.3,72.0
56,801983.SI,医疗美容,53.4,59.2,13.1,93.8,70.5
57,801961.SI,油气开采Ⅱ,53.1,77.7,15.4,68.5,47.7
58,801155.SI,中药Ⅱ,52.9,33.8,41.5,88.5,57.1
59,801045.SI,特钢Ⅱ,52.8,37.7,59.2,63.1,56.7
60,801153.SI,医疗器械,52.8,30.0,43.1,90.8,61.4
