代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801218.SI,专业服务,社会服务,30,2026-06-16,6389.55,1.44,7.22,5.22,3.85,-1.18,3.45,62.82
801736.SI,风电设备,电力设备,29,2026-06-16,2549.52,1.4,3.27,-0.01,-8.15,-17.77,6.2,117.75
801995.SI,电视广播Ⅱ,传媒,14,2026-06-16,1028.15,1.32,3.76,-0.63,-7.89,-15.95,4.71,27.05
801202.SI,贸易Ⅱ,商贸零售,12,2026-06-16,4586.99,1.19,4.95,0.63,-4.32,-11.34,3.34,25.5
801085.SI,消费电子,电子,90,2026-06-16,11905.77,1.08,6.49,1.12,-3.18,-2.61,29.53,1176.48
801203.SI,一般零售,商贸零售,59,2026-06-16,2786.63,1.07,3.54,0.62,-5.84,-9.46,19.2,88.62
801193.SI,证券Ⅱ,非银金融,50,2026-06-16,6165.69,1.07,7.35,7.56,4.16,1.97,39.22,473.46
801103.SI,IT服务Ⅱ,计算机,119,2026-06-16,5051.81,1.02,4.4,-1.15,-4.71,-16.68,28.45,457.6
801724.SI,专业工程,建筑装饰,39,2026-06-16,1995.11,0.94,4.3,3.92,3.72,-4.19,10.07,134.4
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-16,17256.29,0.94,4.18,2.96,0.11,-6.37,2.64,50.15
801972.SI,环保设备Ⅱ,环保,27,2026-06-16,2472.03,0.92,3.13,1.02,1.33,-7.03,3.99,66.18
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-06-16,2173.33,0.77,2.46,3.07,1.31,-4.8,6.17,102.02
801745.SI,军工电子Ⅱ,国防军工,62,2026-06-16,6783.5,0.76,4.65,4.21,3.18,-6.47,12.13,419.02
801032.SI,化学纤维,基础化工,27,2026-06-16,5099.71,0.72,5.35,3.1,5.99,0.57,8.82,90.12
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-16,5741.03,0.51,2.55,1.64,0.84,-4.25,5.69,67.11
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-16,9401.07,0.42,4.81,4.81,-0.1,-10.27,8.08,255.73
801141.SI,包装印刷,轻工制造,41,2026-06-16,3053.11,0.27,2.1,0.21,-1.31,-9.53,6.93,73.96
801045.SI,特钢Ⅱ,钢铁,12,2026-06-16,4036.36,0.25,5.09,3.87,0.33,-8.89,3.0,25.37
801092.SI,汽车服务,汽车,10,2026-06-16,484.82,0.25,4.03,1.39,-1.62,-6.32,1.57,16.15
801971.SI,环境治理,环保,105,2026-06-16,1964.87,0.23,2.98,1.44,-2.22,-7.23,14.29,140.78
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801033.SI,化学原料,基础化工,57,2026-06-16,3419.21,0.09,2.53,2.8,0.8,-6.4,16.81,233.89
801015.SI,渔业,农林牧渔,6,2026-06-16,663.84,0.08,0.71,-1.23,-6.13,-11.99,0.71,2.62
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-16,6734.87,0.07,-1.13,0.69,0.75,-3.8,3.87,50.91
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-16,3826.45,0.06,2.67,-1.15,-4.53,-15.29,0.95,9.51
801132.SI,服装家纺,纺织服饰,59,2026-06-16,1556.64,-0.04,3.61,2.52,-1.76,-6.85,7.19,76.2
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-16,4202.31,-0.06,4.24,3.76,2.79,-10.2,1.61,10.57
801766.SI,影视院线,传媒,19,2026-06-16,1079.31,-0.06,3.22,-3.51,-8.55,-14.98,6.14,43.93
801223.SI,通信服务,通信,38,2026-06-16,2243.43,-0.11,1.59,-0.42,-4.61,-17.33,11.68,166.1
801206.SI,互联网电商,商贸零售,18,2026-06-16,10111.4,-0.12,3.25,-0.8,-6.79,-15.23,3.32,27.36
801713.SI,装修建材,建筑材料,35,2026-06-16,4971.62,-0.21,2.23,0.97,-3.74,-9.76,6.34,71.07
801044.SI,普钢,钢铁,23,2026-06-16,2152.49,-0.23,3.17,1.87,-2.64,-7.44,19.46,55.6
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801104.SI,软件开发,计算机,131,2026-06-16,5893.39,-0.25,4.89,-1.23,-6.8,-13.36,18.58,454.79
801142.SI,家居用品,轻工制造,72,2026-06-16,1690.51,-0.31,0.32,-0.69,-5.25,-12.42,5.25,66.72
801161.SI,电力,公用事业,102,2026-06-16,3557.25,-0.35,0.93,-1.26,-6.88,-4.75,72.95,643.64
801994.SI,教育,社会服务,15,2026-06-16,1740.06,-0.37,1.8,-1.29,-7.3,-13.39,3.7,18.53
801034.SI,化学制品,基础化工,171,2026-06-16,7120.61,-0.4,4.22,6.02,3.74,-1.14,32.58,758.36
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801191.SI,多元金融,非银金融,26,2026-06-16,1174.64,-0.43,5.05,4.0,-2.94,-8.67,7.42,57.02
801982.SI,化妆品,美容护理,14,2026-06-16,6162.28,-0.49,2.82,1.39,-3.83,-4.75,0.9,15.62
801744.SI,航海装备Ⅱ,国防军工,10,2026-06-16,3228.71,-0.51,4.63,2.94,0.29,-5.86,2.12,54.18
801765.SI,广告营销,传媒,28,2026-06-16,2656.18,-0.54,1.43,-3.72,-8.49,-16.01,13.31,128.25
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-16,30899.18,-0.55,-0.93,-5.67,1.69,-13.63,3.08,107.25
801711.SI,水泥,建筑材料,21,2026-06-16,4073.5,-0.55,0.31,-1.78,-6.06,-8.99,2.93,24.34
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-16,2952.43,-0.58,-0.52,0.43,-4.09,-7.82,3.58,18.66
801767.SI,数字媒体,传媒,14,2026-06-16,1693.8,-0.66,3.09,-4.37,-4.83,-11.82,2.8,52.8
801153.SI,医疗器械,医药生物,129,2026-06-16,5687.54,-0.66,1.13,0.19,-4.92,-9.62,7.63,210.0
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801056.SI,能源金属,有色金属,13,2026-06-16,22933.84,-0.74,5.7,7.64,3.46,-1.5,6.94,326.3
801017.SI,养殖业,农林牧渔,23,2026-06-16,2455.59,-0.8,0.97,1.76,-4.2,-12.02,4.79,43.57
801133.SI,饰品,纺织服饰,15,2026-06-16,1369.59,-0.8,4.13,1.85,-2.79,-7.75,1.89,14.74
801053.SI,贵金属,有色金属,11,2026-06-16,23645.46,-0.84,9.32,7.09,-3.69,-7.51,5.78,126.92
801131.SI,纺织制造,纺织服饰,33,2026-06-16,1682.83,-0.86,2.18,0.18,-3.14,-12.26,3.54,32.27
801152.SI,生物制品,医药生物,51,2026-06-16,5027.79,-0.87,1.0,-0.25,-5.72,-13.39,4.85,79.41
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-16,1214.12,-0.88,-0.56,-5.65,-9.1,-6.67,3.41,11.68
801231.SI,综合Ⅱ,综合,15,2026-06-16,4336.79,-0.89,-1.81,-3.69,-5.93,-12.56,3.52,44.34
801783.SI,股份制银行Ⅱ,银行,9,2026-06-16,4168.41,-0.9,-1.47,-0.38,-0.84,2.58,8.47,81.71
801093.SI,汽车零部件,汽车,240,2026-06-16,8028.69,-0.92,3.14,-2.27,-3.2,-10.22,34.11,615.74
801179.SI,铁路公路,交通运输,33,2026-06-16,1493.83,-0.92,-1.44,-2.77,-5.34,-6.71,8.34,43.52
801723.SI,基础建设,建筑装饰,45,2026-06-16,2156.83,-0.96,1.52,-1.16,-5.29,-11.99,19.93,127.21
801769.SI,出版,传媒,29,2026-06-16,1444.03,-0.99,0.3,-3.39,-6.14,-11.74,3.57,37.65
801113.SI,小家电,家用电器,20,2026-06-16,4024.29,-1.0,0.1,-4.81,-5.34,-16.93,1.05,25.34
801095.SI,乘用车,汽车,8,2026-06-16,14901.22,-1.01,0.32,-2.28,-8.39,-9.02,3.33,68.22
801143.SI,造纸,轻工制造,23,2026-06-16,2136.24,-1.04,1.43,-1.72,-5.2,-9.38,5.37,29.98
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-16,7539.71,-1.05,0.37,-2.94,-1.53,-13.06,5.14,123.78
801124.SI,食品加工,食品饮料,25,2026-06-16,12729.95,-1.05,0.53,0.22,-3.71,-8.91,2.89,26.47
801219.SI,酒店餐饮,社会服务,9,2026-06-16,1518.41,-1.07,2.5,1.22,-4.68,-8.24,0.66,5.9
801156.SI,医疗服务,医药生物,51,2026-06-16,5914.77,-1.08,1.31,2.37,-3.7,-9.72,6.17,105.88
801114.SI,厨卫电器,家用电器,9,2026-06-16,7952.86,-1.13,-1.2,-0.02,-5.99,-14.05,0.6,6.86
801145.SI,文娱用品,轻工制造,22,2026-06-16,1744.82,-1.13,1.26,-2.15,-7.97,-15.03,2.02,22.55
801181.SI,房地产开发,房地产,88,2026-06-16,2246.31,-1.15,0.32,-0.21,-4.8,-10.49,34.56,192.67
801077.SI,工程机械,机械设备,28,2026-06-16,22811.86,-1.19,1.92,-4.23,-0.08,-3.23,5.94,83.25
801981.SI,个护用品,美容护理,12,2026-06-16,1225.57,-1.24,2.8,2.32,-4.03,-8.79,0.65,8.35
801163.SI,燃气Ⅱ,公用事业,29,2026-06-16,3099.65,-1.28,-0.91,-0.35,-5.66,-11.97,4.12,46.12
801962.SI,油服工程,石油石化,13,2026-06-16,2289.57,-1.31,-0.52,-1.12,-6.56,-18.5,4.35,27.25
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801151.SI,化学制药,医药生物,151,2026-06-16,10630.57,-1.4,0.47,0.38,-4.33,-10.92,15.81,255.68
801125.SI,白酒Ⅱ,食品饮料,19,2026-06-16,35883.31,-1.4,-1.66,-0.22,-5.14,-6.54,1.56,105.73
801881.SI,摩托车及其他,汽车,16,2026-06-16,3122.33,-1.41,2.37,-2.28,-5.99,-12.15,1.48,29.04
801154.SI,医药商业,医药生物,32,2026-06-16,4409.84,-1.42,0.52,-0.27,-4.93,-10.01,3.26,27.35
801012.SI,农产品加工,农林牧渔,22,2026-06-16,2132.09,-1.42,2.77,1.43,-4.33,-9.29,1.76,26.52
801016.SI,种植业,农林牧渔,20,2026-06-16,2398.68,-1.45,1.45,1.5,-4.17,-12.1,4.76,29.07
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-16,1923.85,-1.45,-2.04,-0.56,1.31,2.21,12.77,89.4
801155.SI,中药Ⅱ,医药生物,66,2026-06-16,5394.44,-1.5,-0.31,-0.73,-4.7,-7.16,8.44,69.11
801785.SI,农商行Ⅱ,银行,10,2026-06-16,769.77,-1.58,-2.3,-1.61,-2.25,-2.61,3.04,14.99
801993.SI,旅游及景区,社会服务,24,2026-06-16,1970.92,-1.62,0.98,0.8,-3.56,-6.09,2.95,24.76
801764.SI,游戏Ⅱ,传媒,26,2026-06-16,2719.02,-1.63,-0.2,-3.52,-6.43,-14.89,8.9,123.36
801784.SI,城商行Ⅱ,银行,17,2026-06-16,1044.1,-1.63,-1.97,-0.77,-0.44,0.77,7.23,62.28
801038.SI,农化制品,基础化工,58,2026-06-16,5290.01,-1.68,3.06,5.0,-0.83,-6.63,14.99,226.36
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801963.SI,炼化及贸易,石油石化,30,2026-06-16,2901.48,-1.91,1.96,1.23,-1.73,-8.09,13.03,109.24
801014.SI,饲料,农林牧渔,17,2026-06-16,3387.47,-1.91,-1.82,-1.18,-7.14,-10.72,2.73,21.26
801178.SI,物流,交通运输,47,2026-06-16,4041.73,-1.92,-1.14,-1.63,-5.87,-9.2,5.66,55.72
801183.SI,房地产服务,房地产,11,2026-06-16,774.02,-1.93,0.35,-2.15,-8.42,-16.07,2.37,8.16
801111.SI,白色家电,家用电器,10,2026-06-16,18181.89,-1.98,-5.46,-2.31,-4.2,-2.93,2.33,71.32
801126.SI,非白酒,食品饮料,17,2026-06-16,3512.08,-1.99,-2.47,-1.2,-7.39,-7.44,2.03,28.08
801127.SI,饮料乳品,食品饮料,26,2026-06-16,6696.8,-1.99,-2.25,-1.19,-8.25,-10.56,2.89,48.93
801096.SI,商用车,汽车,13,2026-06-16,7334.93,-1.99,-0.02,-2.97,-8.68,-18.26,4.76,57.09
801951.SI,煤炭开采,煤炭,30,2026-06-16,3559.72,-2.01,-6.61,-9.25,-9.27,-3.43,17.7,172.08
801128.SI,休闲食品,食品饮料,22,2026-06-16,1690.75,-2.04,-0.77,-1.67,-8.24,-10.74,1.69,20.35
801991.SI,航空机场,交通运输,12,2026-06-16,2503.3,-2.05,4.98,3.53,-1.64,-2.22,9.76,46.12
801194.SI,保险Ⅱ,非银金融,5,2026-06-16,1177.22,-2.2,1.38,0.46,-0.06,-2.04,2.75,93.06
801043.SI,冶钢原料,钢铁,9,2026-06-16,3617.89,-2.35,0.49,0.41,1.34,-4.38,4.12,37.4
801055.SI,工业金属,有色金属,60,2026-06-16,3385.27,-2.71,8.08,7.02,-4.57,-1.61,55.76,843.02
801992.SI,航运港口,交通运输,34,2026-06-16,3233.94,-2.78,3.98,2.25,-3.2,-6.24,20.29,165.01
