代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801092.SI,汽车服务,汽车,10,2026-06-15,483.63,2.08,1.96,1.44,-2.2,-5.26,1.67,15.21
801038.SI,农化制品,基础化工,58,2026-06-15,5380.32,2.02,7.03,8.03,0.26,-6.43,16.59,242.45
801765.SI,广告营销,传媒,28,2026-06-15,2670.71,1.79,-1.46,-0.84,-11.62,-14.29,13.54,134.81
801077.SI,工程机械,机械设备,28,2026-06-15,23085.57,1.69,0.95,-2.19,0.58,-2.46,6.73,96.34
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-15,7620.0,1.68,1.52,-0.78,0.08,-12.48,4.43,102.67
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-15,4204.96,1.64,2.41,5.31,0.74,-9.86,1.28,10.04
801722.SI,装修装饰Ⅱ,建筑装饰,23,2026-06-15,4292.55,1.63,-1.28,-2.1,-9.8,-16.17,5.0,29.24
801037.SI,橡胶,基础化工,17,2026-06-15,5074.88,1.56,0.38,5.01,0.77,-7.98,2.2,42.06
801133.SI,饰品,纺织服饰,15,2026-06-15,1380.66,1.56,3.89,3.27,-3.48,-5.47,2.55,19.04
801723.SI,基础建设,建筑装饰,45,2026-06-15,2177.63,1.52,1.25,0.06,-5.06,-10.55,19.89,116.05
801131.SI,纺织制造,纺织服饰,33,2026-06-15,1697.45,1.52,2.31,1.99,-4.42,-11.56,3.92,36.02
801206.SI,互联网电商,商贸零售,18,2026-06-15,10123.59,1.43,1.23,0.63,-8.7,-13.71,2.62,26.44
801766.SI,影视院线,传媒,19,2026-06-15,1079.98,1.42,-2.7,-3.06,-12.32,-13.68,7.47,55.41
801764.SI,游戏Ⅱ,传媒,26,2026-06-15,2764.01,1.39,-0.91,-1.56,-7.47,-12.54,9.55,138.38
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-15,5712.18,1.38,1.51,2.95,-0.59,-3.83,6.06,63.02
801096.SI,商用车,汽车,13,2026-06-15,7483.98,1.33,0.05,-1.85,-7.05,-14.86,4.97,52.54
801735.SI,光伏设备,电力设备,64,2026-06-15,6591.15,1.29,1.04,3.4,-7.31,-9.81,21.78,493.84
801995.SI,电视广播Ⅱ,传媒,14,2026-06-15,1014.75,1.24,-0.86,-1.76,-10.51,-14.16,3.39,20.19
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-15,17095.8,1.21,1.52,3.46,-1.72,-7.08,2.3,45.0
801971.SI,环境治理,环保,106,2026-06-15,1960.39,1.21,1.69,2.43,-3.21,-7.32,15.58,150.12
801994.SI,教育,社会服务,15,2026-06-15,1746.53,1.16,1.16,-0.1,-9.12,-11.04,3.13,19.23
801736.SI,风电设备,电力设备,29,2026-06-15,2514.26,1.15,1.0,-0.21,-11.31,-19.01,5.94,109.9
801981.SI,个护用品,美容护理,12,2026-06-15,1241.01,1.09,2.99,3.32,-4.94,-10.01,0.65,9.24
801141.SI,包装印刷,轻工制造,41,2026-06-15,3044.93,1.03,0.98,0.43,-2.1,-9.37,7.15,88.18
801769.SI,出版,传媒,29,2026-06-15,1458.49,0.93,-2.59,-1.56,-7.7,-10.49,4.32,47.67
801194.SI,保险Ⅱ,非银金融,5,2026-06-15,1203.73,0.81,2.71,3.74,2.17,-0.33,3.91,131.8
801043.SI,冶钢原料,钢铁,9,2026-06-15,3704.86,0.8,4.56,4.08,3.22,-3.05,5.0,44.39
801713.SI,装修建材,建筑材料,35,2026-06-15,4981.92,0.79,1.69,1.02,-5.2,-9.52,6.8,78.7
801012.SI,农产品加工,农林牧渔,22,2026-06-15,2162.79,0.74,3.29,2.72,-4.52,-8.08,1.88,24.49
801963.SI,炼化及贸易,石油石化,30,2026-06-15,2957.95,0.74,3.53,1.0,-0.61,-6.72,18.11,157.63
801033.SI,化学原料,基础化工,57,2026-06-15,3416.18,0.72,2.16,3.67,0.17,-7.99,16.71,232.0
801219.SI,酒店餐饮,社会服务,9,2026-06-15,1534.8,0.67,1.71,1.56,-5.0,-6.82,0.88,8.1
801181.SI,房地产开发,房地产,88,2026-06-15,2272.45,0.64,1.21,1.09,-5.23,-8.59,38.0,214.72
801017.SI,养殖业,农林牧渔,23,2026-06-15,2475.29,0.62,1.61,2.3,-5.91,-11.44,5.96,57.72
801044.SI,普钢,钢铁,23,2026-06-15,2157.43,0.59,3.0,2.38,-3.06,-6.99,20.21,60.64
801153.SI,医疗器械,医药生物,129,2026-06-15,5725.05,0.49,2.0,1.1,-5.07,-7.85,7.69,190.64
801113.SI,小家电,家用电器,20,2026-06-15,4064.83,0.44,-1.22,-4.77,-5.95,-15.89,1.2,27.81
801183.SI,房地产服务,房地产,11,2026-06-15,789.23,0.41,0.33,-1.46,-8.67,-14.26,2.64,9.45
801161.SI,电力,公用事业,102,2026-06-15,3569.77,0.35,1.3,0.11,-7.27,-1.4,71.99,636.17
801881.SI,摩托车及其他,汽车,16,2026-06-15,3167.07,0.35,1.1,-0.45,-4.84,-10.43,1.15,23.95
801016.SI,种植业,农林牧渔,20,2026-06-15,2433.97,0.29,3.69,2.08,-4.54,-11.28,6.44,38.21
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-15,9362.07,0.26,5.07,5.6,-1.29,-10.47,9.07,264.13
801982.SI,化妆品,美容护理,14,2026-06-15,6192.38,0.22,1.71,1.11,-6.46,-4.2,1.0,18.32
801993.SI,旅游及景区,社会服务,24,2026-06-15,2003.44,0.21,-0.34,1.53,-3.35,-4.19,3.48,29.95
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801124.SI,食品加工,食品饮料,25,2026-06-15,12864.82,0.17,0.83,2.44,-4.71,-7.81,3.64,33.72
801203.SI,一般零售,商贸零售,59,2026-06-15,2757.02,0.14,0.89,-1.57,-8.58,-9.4,17.21,90.16
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-15,3823.97,0.06,1.1,1.72,-7.32,-12.59,1.14,11.49
801154.SI,医药商业,医药生物,32,2026-06-15,4473.24,-0.01,1.21,1.06,-4.53,-7.83,3.59,31.3
801155.SI,中药Ⅱ,医药生物,66,2026-06-15,5476.49,-0.12,0.2,0.3,-4.08,-5.33,8.7,83.32
801711.SI,水泥,建筑材料,21,2026-06-15,4096.12,-0.17,-0.24,-1.3,-6.87,-8.88,3.5,26.94
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801163.SI,燃气Ⅱ,公用事业,29,2026-06-15,3139.97,-0.29,0.93,-0.03,-5.89,-10.82,4.6,51.82
801095.SI,乘用车,汽车,8,2026-06-15,15052.64,-0.31,0.62,-1.2,-4.99,-7.58,4.47,77.8
801128.SI,休闲食品,食品饮料,22,2026-06-15,1725.91,-0.34,0.09,-0.79,-7.77,-8.73,1.79,22.17
801156.SI,医疗服务,医药生物,51,2026-06-15,5979.12,-0.35,1.89,2.8,-3.73,-8.78,7.13,138.77
801151.SI,化学制药,医药生物,151,2026-06-15,10780.97,-0.39,1.15,2.58,-4.81,-9.45,17.4,280.65
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801142.SI,家居用品,轻工制造,72,2026-06-15,1695.8,-0.42,0.03,-0.57,-5.93,-11.26,5.96,69.15
801962.SI,油服工程,石油石化,13,2026-06-15,2319.91,-0.44,1.44,-4.41,-6.84,-18.07,4.91,32.65
801143.SI,造纸,轻工制造,23,2026-06-15,2158.66,-0.49,0.23,0.09,-5.74,-7.25,7.17,35.26
801178.SI,物流,交通运输,47,2026-06-15,4120.81,-0.5,-0.31,-0.12,-5.54,-7.39,6.3,58.89
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-15,2969.67,-0.53,0.23,0.95,-4.22,-7.21,4.62,23.43
801152.SI,生物制品,医药生物,51,2026-06-15,5071.98,-0.54,0.57,0.92,-6.65,-12.03,5.62,93.11
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801114.SI,厨卫电器,家用电器,9,2026-06-15,8043.47,-0.74,0.82,0.6,-6.11,-12.42,0.7,7.45
801127.SI,饮料乳品,食品饮料,26,2026-06-15,6832.89,-0.85,-0.22,-0.03,-7.35,-9.1,3.08,47.91
801014.SI,饲料,农林牧渔,17,2026-06-15,3453.6,-0.92,0.62,0.65,-7.87,-9.3,2.97,21.29
801125.SI,白酒Ⅱ,食品饮料,19,2026-06-15,36393.11,-0.92,-0.07,0.35,-4.51,-5.05,1.69,119.75
801179.SI,铁路公路,交通运输,33,2026-06-15,1507.69,-0.93,-2.2,-1.02,-4.67,-4.96,9.46,51.55
801015.SI,渔业,农林牧渔,6,2026-06-15,663.33,-1.12,-0.07,-1.7,-9.24,-11.84,0.82,3.06
801783.SI,股份制银行Ⅱ,银行,9,2026-06-15,4206.25,-1.21,-1.06,0.53,1.0,3.47,12.74,120.11
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-15,6730.2,-1.33,-0.21,3.04,-1.34,-3.16,4.25,55.83
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-15,31069.16,-1.34,-1.11,-6.32,2.39,-16.79,3.05,113.38
801784.SI,城商行Ⅱ,银行,17,2026-06-15,1061.43,-1.4,-0.46,2.32,1.59,3.23,9.57,83.45
801785.SI,农商行Ⅱ,银行,10,2026-06-15,782.09,-1.69,-1.72,1.02,0.02,-0.42,4.11,20.18
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-15,1224.92,-1.9,-0.46,-8.35,-8.65,-5.1,3.33,11.64
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801126.SI,非白酒,食品饮料,17,2026-06-15,3583.23,-1.92,-2.24,-0.37,-7.0,-4.92,2.07,30.33
801111.SI,白色家电,家用电器,10,2026-06-15,18548.23,-2.12,-1.83,-0.91,-1.29,-2.36,3.02,88.9
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-15,1952.15,-2.26,-0.6,1.21,3.18,4.38,19.3,136.31
801951.SI,煤炭开采,煤炭,30,2026-06-15,3632.91,-4.75,-4.35,-9.64,-8.49,-1.25,21.61,217.68
