代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801126.SI,非白酒,食品饮料,17,2026-06-10,3665.42,3.11,1.04,-0.99,-1.84,-3.71,2.25,33.32
801993.SI,旅游及景区,社会服务,24,2026-06-10,2010.18,2.81,-0.12,-0.97,-1.25,-6.61,4.2,40.23
801785.SI,农商行Ⅱ,银行,10,2026-06-10,795.77,1.71,3.08,2.23,4.22,0.44,3.92,18.05
801783.SI,股份制银行Ⅱ,银行,9,2026-06-10,4251.27,1.6,1.54,1.91,4.42,3.26,12.7,121.37
801156.SI,医疗服务,医药生物,51,2026-06-10,5868.31,1.57,-1.53,-3.52,-7.76,-15.2,6.52,136.21
801111.SI,白色家电,家用电器,10,2026-06-10,18893.75,1.51,1.38,-0.16,2.72,0.81,2.33,64.67
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-10,1963.97,1.51,3.59,4.41,5.71,4.98,17.4,120.66
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-10,4105.83,1.38,3.36,1.26,-2.32,-14.21,1.84,11.45
801784.SI,城商行Ⅱ,银行,17,2026-06-10,1066.29,1.34,3.18,2.75,4.81,1.55,10.19,89.3
801125.SI,白酒Ⅱ,食品饮料,19,2026-06-10,36420.29,1.27,-0.87,-2.23,-4.27,-7.09,1.72,121.19
801039.SI,非金属材料Ⅱ,基础化工,7,2026-06-10,8020.73,1.17,4.21,2.91,4.53,3.24,0.9,64.13
801036.SI,塑料,基础化工,73,2026-06-10,5722.44,1.15,2.8,3.72,2.5,0.34,21.17,424.67
801193.SI,证券Ⅱ,非银金融,50,2026-06-10,5798.45,1.15,-0.09,-1.84,-2.66,-7.58,28.51,312.81
801127.SI,饮料乳品,食品饮料,26,2026-06-10,6847.74,1.04,-1.22,-4.97,-5.16,-10.09,3.12,38.68
801034.SI,化学制品,基础化工,171,2026-06-10,6784.65,1.02,-0.5,-0.56,-2.51,-7.71,24.58,511.88
801017.SI,养殖业,农林牧渔,23,2026-06-10,2436.07,0.95,-1.02,-3.99,-6.95,-15.31,5.1,47.71
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-10,6744.21,0.83,2.93,2.38,-2.52,-6.03,4.36,55.19
801191.SI,多元金融,非银金融,26,2026-06-10,1138.64,0.82,-1.84,-4.48,-6.85,-15.54,7.34,46.87
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-10,2962.91,0.79,-0.79,-2.23,-1.51,-8.91,3.93,21.61
801151.SI,化学制药,医药生物,151,2026-06-10,10657.99,0.64,-1.33,-2.56,-7.28,-14.86,14.6,235.09
801178.SI,物流,交通运输,47,2026-06-10,4133.79,0.61,-1.69,-2.29,-4.56,-10.35,4.87,42.92
801981.SI,个护用品,美容护理,12,2026-06-10,1204.93,0.59,-2.61,-3.87,-5.26,-17.05,0.5,6.56
801223.SI,通信服务,通信,38,2026-06-10,2266.19,0.59,-1.17,-3.12,-4.84,-14.09,13.42,181.7
801219.SI,酒店餐饮,社会服务,9,2026-06-10,1508.93,0.59,-2.91,-3.57,-4.72,-12.77,0.69,6.73
801155.SI,中药Ⅱ,医药生物,66,2026-06-10,5465.35,0.57,-1.51,-2.3,-2.9,-8.82,7.58,65.93
801033.SI,化学原料,基础化工,57,2026-06-10,3343.85,0.53,-0.79,-2.4,-2.12,-10.97,13.47,198.57
801037.SI,橡胶,基础化工,17,2026-06-10,5055.91,0.51,0.0,0.47,-3.69,-8.21,2.11,40.94
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-10,16839.46,0.47,-1.13,-3.12,-2.38,-13.38,2.3,44.45
801124.SI,食品加工,食品饮料,25,2026-06-10,12758.45,0.45,0.09,-1.7,-3.89,-10.54,3.43,31.42
801991.SI,航空机场,交通运输,12,2026-06-10,2428.18,0.42,-1.62,-1.98,-6.1,-9.35,7.44,35.82
801744.SI,航海装备Ⅱ,国防军工,10,2026-06-10,3148.58,0.39,-2.09,-2.1,-6.52,-16.46,2.15,55.15
801179.SI,铁路公路,交通运输,33,2026-06-10,1541.58,0.34,-0.06,-1.17,-1.38,-3.79,6.82,38.45
801114.SI,厨卫电器,家用电器,9,2026-06-10,7978.21,0.29,-2.74,-2.8,-6.45,-17.69,0.55,5.58
801128.SI,休闲食品,食品饮料,22,2026-06-10,1724.44,0.29,-2.8,-3.9,-6.01,-8.41,1.41,16.92
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801769.SI,出版,传媒,29,2026-06-10,1497.28,0.17,0.27,-0.9,-1.86,-12.16,4.44,57.47
801982.SI,化妆品,美容护理,14,2026-06-10,6088.14,0.17,-2.08,-3.49,-3.68,-8.96,0.84,16.06
801086.SI,电子化学品Ⅱ,电子,34,2026-06-10,12785.87,0.13,3.11,6.16,3.26,5.34,14.65,591.67
801014.SI,饲料,农林牧渔,17,2026-06-10,3432.31,0.12,-1.12,-4.25,-6.74,-10.76,2.09,16.19
801152.SI,生物制品,医药生物,51,2026-06-10,5043.03,0.06,-2.34,-3.85,-7.79,-16.65,4.67,77.32
801163.SI,燃气Ⅱ,公用事业,29,2026-06-10,3111.03,0.02,-2.81,-4.99,-6.27,-10.62,4.87,50.14
801194.SI,保险Ⅱ,非银金融,5,2026-06-10,1172.01,0.02,0.86,0.28,0.02,-8.22,3.4,116.85
801724.SI,专业工程,建筑装饰,39,2026-06-10,1919.46,-0.02,-0.15,0.08,-3.2,-10.35,8.54,113.67
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-06-10,2107.68,-0.04,-1.95,-1.43,-1.14,-9.69,5.47,83.09
801154.SI,医药商业,医药生物,32,2026-06-10,4419.64,-0.05,-1.99,-3.09,-4.2,-12.85,3.51,30.0
801722.SI,装修装饰Ⅱ,建筑装饰,23,2026-06-10,4348.07,-0.06,-3.59,-6.38,-6.87,-18.69,4.04,26.71
801038.SI,农化制品,基础化工,58,2026-06-10,5026.72,-0.22,-3.03,-5.75,-7.66,-17.6,11.95,138.37
801181.SI,房地产开发,房地产,88,2026-06-10,2245.3,-0.25,-2.6,-4.16,-4.61,-14.11,38.28,188.01
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801963.SI,炼化及贸易,石油石化,30,2026-06-10,2857.09,-0.31,-3.56,-4.14,-3.47,-11.51,10.95,81.5
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-10,5627.33,-0.37,-0.97,-1.03,-2.82,-9.79,5.86,61.61
801012.SI,农产品加工,农林牧渔,22,2026-06-10,2093.96,-0.39,-3.32,-5.11,-4.07,-14.38,1.56,17.92
801142.SI,家居用品,轻工制造,72,2026-06-10,1695.27,-0.41,-3.21,-3.94,-6.28,-12.84,4.63,56.55
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801971.SI,环境治理,环保,106,2026-06-10,1927.84,-0.48,-2.09,-3.81,-5.22,-11.55,14.49,124.27
801056.SI,能源金属,有色金属,13,2026-06-10,21201.15,-0.49,0.26,-4.36,-7.38,-17.51,5.3,265.71
801713.SI,装修建材,建筑材料,35,2026-06-10,4898.97,-0.5,-3.72,-4.42,-5.15,-14.87,6.26,59.69
801183.SI,房地产服务,房地产,11,2026-06-10,786.64,-0.55,-4.53,-5.72,-6.24,-19.36,1.75,6.67
801132.SI,服装家纺,纺织服饰,59,2026-06-10,1509.85,-0.56,-2.0,-3.22,-4.11,-11.19,6.43,53.17
801032.SI,化学纤维,基础化工,27,2026-06-10,4918.8,-0.56,-1.18,0.77,1.26,-8.03,8.98,89.74
801045.SI,特钢Ⅱ,钢铁,12,2026-06-10,3862.48,-0.6,-3.1,-2.74,-7.94,-16.78,2.1,18.46
801081.SI,半导体,电子,174,2026-06-10,10171.81,-0.66,0.08,-2.56,-6.81,-0.8,37.58,3463.77
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-10,8910.37,-0.66,-4.07,-5.29,-10.79,-20.03,5.92,184.09
801016.SI,种植业,农林牧渔,20,2026-06-10,2347.32,-0.67,-4.39,-6.89,-6.38,-18.96,3.91,24.77
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801766.SI,影视院线,传媒,19,2026-06-10,1109.93,-0.77,-3.14,-4.05,-9.34,-14.36,9.84,72.65
801992.SI,航运港口,交通运输,34,2026-06-10,3137.5,-0.8,-3.94,-4.65,-6.17,-10.54,13.06,88.21
801092.SI,汽车服务,汽车,10,2026-06-10,474.31,-0.8,-1.8,-3.67,-1.8,-6.11,1.58,11.02
801145.SI,文娱用品,轻工制造,22,2026-06-10,1768.34,-0.83,-2.25,-5.86,-5.42,-14.47,2.5,28.17
801044.SI,普钢,钢铁,23,2026-06-10,2094.64,-0.86,-3.35,-4.63,-4.61,-14.88,15.5,45.74
801972.SI,环保设备Ⅱ,环保,27,2026-06-10,2425.81,-0.87,-1.08,-0.69,-3.69,-12.01,4.52,68.68
801143.SI,造纸,轻工制造,23,2026-06-10,2153.76,-0.92,-2.65,-3.92,-7.36,-11.87,7.38,31.59
801101.SI,计算机设备,计算机,84,2026-06-10,2818.76,-0.96,-3.74,-4.66,-8.09,-17.4,11.36,306.96
801711.SI,水泥,建筑材料,21,2026-06-10,4105.96,-1.0,-3.18,-4.08,-5.41,-12.65,3.85,27.81
801764.SI,游戏Ⅱ,传媒,26,2026-06-10,2789.27,-1.02,-3.23,-3.41,-6.22,-16.17,8.17,106.87
801745.SI,军工电子Ⅱ,国防军工,62,2026-06-10,6442.47,-1.03,-3.91,-3.14,-6.62,-15.19,10.74,337.13
801141.SI,包装印刷,轻工制造,41,2026-06-10,3015.32,-1.03,-1.56,-2.99,-3.47,-13.53,7.62,97.0
801096.SI,商用车,汽车,13,2026-06-10,7479.96,-1.05,-1.79,-6.04,-9.07,-21.49,4.06,38.7
801995.SI,电视广播Ⅱ,传媒,14,2026-06-10,1023.55,-1.07,-4.48,-6.63,-10.71,-14.81,4.3,24.21
801767.SI,数字媒体,传媒,14,2026-06-10,1751.18,-1.13,-0.61,0.17,0.56,-8.1,3.81,81.82
801153.SI,医疗器械,医药生物,129,2026-06-10,5612.64,-1.13,-3.39,-4.85,-8.91,-12.77,6.78,163.98
801133.SI,饰品,纺织服饰,15,2026-06-10,1328.92,-1.18,-3.84,-5.02,-5.78,-12.53,1.85,11.69
801735.SI,光伏设备,电力设备,64,2026-06-10,6523.17,-1.23,-2.72,-6.2,-13.6,-12.85,26.97,518.09
801962.SI,油服工程,石油石化,13,2026-06-10,2287.07,-1.23,-5.13,-8.96,-6.16,-17.04,4.5,30.87
801131.SI,纺织制造,纺织服饰,33,2026-06-10,1659.14,-1.23,-2.42,-3.58,-5.69,-16.29,2.8,22.18
801015.SI,渔业,农林牧渔,6,2026-06-10,663.78,-1.24,-4.38,-4.69,-5.42,-13.86,0.7,2.58
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801203.SI,一般零售,商贸零售,59,2026-06-10,2732.65,-1.33,-4.71,-6.45,-7.77,-12.46,16.87,86.29
801218.SI,专业服务,社会服务,30,2026-06-10,5985.77,-1.43,-3.18,-3.55,-5.02,-9.48,3.32,47.71
801723.SI,基础建设,建筑装饰,45,2026-06-10,2150.77,-1.44,-3.71,-5.24,-4.99,-15.49,22.93,121.05
801231.SI,综合Ⅱ,综合,15,2026-06-10,4436.95,-1.46,1.37,-1.97,-8.32,-14.27,4.8,51.91
801103.SI,IT服务Ⅱ,计算机,119,2026-06-10,5035.53,-1.47,-2.03,-4.13,-6.74,-17.86,32.57,545.93
801054.SI,小金属,有色金属,26,2026-06-10,39040.24,-1.47,-3.1,-4.77,-0.07,-10.59,10.6,458.44
801051.SI,金属新材料,有色金属,32,2026-06-10,11015.96,-1.62,-1.45,2.33,0.79,0.69,9.47,202.99
801043.SI,冶钢原料,钢铁,9,2026-06-10,3543.21,-1.66,-2.6,-2.69,-3.02,-13.18,3.55,30.46
801055.SI,工业金属,有色金属,60,2026-06-10,3109.01,-1.71,-5.97,-12.33,-11.37,-17.87,33.44,461.65
801765.SI,广告营销,传媒,28,2026-06-10,2710.35,-1.75,-0.85,-4.55,-3.36,-15.49,13.85,149.01
801712.SI,玻璃玻纤,建筑材料,16,2026-06-10,21542.82,-1.76,2.28,2.21,-2.72,3.27,14.61,296.27
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801206.SI,互联网电商,商贸零售,18,2026-06-10,10000.91,-1.88,-3.99,-6.8,-8.3,-17.83,2.22,22.26
801095.SI,乘用车,汽车,8,2026-06-10,14960.37,-1.89,-3.84,-6.01,-7.27,-12.52,3.78,70.77
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801881.SI,摩托车及其他,汽车,16,2026-06-10,3132.64,-1.95,-2.04,-4.64,-8.2,-15.05,1.05,22.59
801202.SI,贸易Ⅱ,商贸零售,13,2026-06-10,4467.4,-1.99,-7.81,-6.46,-7.98,-16.42,3.29,21.55
801112.SI,黑色家电,家用电器,10,2026-06-10,2078.72,-2.03,-3.8,-4.94,-8.48,-15.68,3.11,34.6
801994.SI,教育,社会服务,15,2026-06-10,1726.57,-2.06,-3.99,-5.9,-8.14,-15.04,2.85,13.27
801074.SI,专用设备,机械设备,178,2026-06-10,13026.92,-2.12,-2.49,-1.48,-2.15,-6.99,24.47,571.98
801082.SI,其他电子Ⅱ,电子,33,2026-06-10,18695.14,-2.14,-3.54,-3.55,-5.56,-6.09,8.33,277.12
801161.SI,电力,公用事业,102,2026-06-10,3523.93,-2.18,-3.79,-8.11,-3.99,-5.21,77.89,662.09
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-10,3782.42,-2.28,-3.48,-5.52,-10.26,-16.83,1.03,10.36
801737.SI,电池,电力设备,97,2026-06-10,25129.94,-2.32,-2.61,-6.94,-7.73,-12.43,21.68,756.19
801736.SI,风电设备,电力设备,29,2026-06-10,2489.36,-2.37,-6.45,-9.79,-15.62,-24.07,7.81,112.66
801104.SI,软件开发,计算机,131,2026-06-10,5813.86,-2.57,-3.24,-6.49,-9.51,-15.79,19.48,466.72
801113.SI,小家电,家用电器,20,2026-06-10,4115.17,-2.66,-2.66,-2.73,-9.04,-12.51,0.89,21.34
801053.SI,贵金属,有色金属,11,2026-06-10,21424.43,-2.97,-7.63,-11.67,-14.16,-25.97,4.71,96.69
801102.SI,通信设备,通信,85,2026-06-10,11988.23,-3.16,-1.19,-4.33,7.22,7.86,27.12,2104.32
801115.SI,照明设备Ⅱ,家用电器,12,2026-06-10,5097.75,-3.17,-3.33,-1.22,-1.63,1.83,1.39,19.4
801951.SI,煤炭开采,煤炭,30,2026-06-10,3798.04,-3.17,-4.96,-5.65,4.46,4.96,23.83,184.04
801078.SI,自动化设备,机械设备,79,2026-06-10,24217.06,-3.25,-2.88,-1.55,-1.8,1.99,14.25,708.11
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-10,7505.87,-3.37,-4.51,-1.97,-10.13,-13.83,4.72,106.75
801738.SI,电网设备,电力设备,125,2026-06-10,5994.9,-3.4,-6.2,-9.36,-12.04,-17.86,27.61,492.94
801072.SI,通用设备,机械设备,219,2026-06-10,8673.07,-3.47,-2.37,-0.81,-2.98,-4.59,37.52,908.69
801093.SI,汽车零部件,汽车,240,2026-06-10,7926.14,-3.52,-4.55,-4.46,-8.63,-11.97,35.52,642.85
801731.SI,电机Ⅱ,电力设备,26,2026-06-10,14295.36,-3.64,-5.69,-3.11,-11.84,-11.09,4.67,101.19
801077.SI,工程机械,机械设备,28,2026-06-10,22868.87,-3.99,-0.88,1.27,-0.69,-8.92,7.84,109.84
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-10,31417.59,-4.09,-5.9,-0.65,-3.66,-24.68,2.57,92.59
801083.SI,元件,电子,58,2026-06-10,24951.94,-4.14,-0.39,-0.64,1.07,12.96,24.12,1533.13
801085.SI,消费电子,电子,90,2026-06-10,11270.92,-4.28,-6.02,-9.39,-8.32,-10.25,24.31,895.18
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-10,1230.6,-4.37,-10.86,-9.45,-1.44,-5.86,4.21,14.32
801084.SI,光学光电子,电子,95,2026-06-10,2066.61,-4.79,-4.75,-0.16,-2.71,2.41,85.08,883.66
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-06-10,44612.59,-5.82,-4.35,-7.19,-8.3,-12.51,8.16,248.69
