代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801152.SI,生物制品,医药生物,51,2026-06-18,5053.0,1.37,-0.37,1.5,-2.11,-11.61,5.25,99.12
801074.SI,专用设备,机械设备,178,2026-06-18,13854.39,1.23,3.43,7.63,2.85,3.87,23.43,568.58
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-18,7562.17,1.22,-0.76,0.67,-2.98,-12.89,4.85,124.69
801103.SI,IT服务Ⅱ,计算机,119,2026-06-18,5093.0,1.17,1.84,5.25,-1.02,-9.54,27.35,506.97
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-18,31285.74,1.1,0.7,0.31,0.24,-9.37,3.28,112.65
801218.SI,专业服务,社会服务,30,2026-06-18,6458.96,0.99,2.54,8.38,5.48,3.09,3.31,60.17
801731.SI,电机Ⅱ,电力设备,26,2026-06-18,14473.66,0.93,1.2,4.24,-1.68,-10.49,4.25,92.31
801764.SI,游戏Ⅱ,传媒,26,2026-06-18,2701.57,0.92,-2.26,-0.84,-5.06,-11.67,9.34,158.09
801765.SI,广告营销,传媒,28,2026-06-18,2635.71,0.91,-1.31,0.65,-4.68,-11.68,13.92,146.85
801115.SI,照明设备Ⅱ,家用电器,12,2026-06-18,5555.65,0.89,1.96,8.64,5.46,14.09,1.44,22.4
801745.SI,军工电子Ⅱ,国防军工,62,2026-06-18,7008.45,0.88,4.1,8.12,4.42,0.25,11.49,408.0
801037.SI,橡胶,基础化工,17,2026-06-18,5273.67,0.82,3.92,3.78,4.48,-1.07,2.44,45.4
801223.SI,通信服务,通信,38,2026-06-18,2251.29,0.8,0.24,1.94,-2.83,-9.66,13.22,206.75
801101.SI,计算机设备,计算机,84,2026-06-18,3000.38,0.77,4.34,8.47,2.11,-5.53,14.8,409.9
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-06-18,49664.72,0.7,7.43,14.41,2.98,6.74,7.37,273.4
801769.SI,出版,传媒,29,2026-06-18,1426.85,0.52,-2.17,-0.9,-3.91,-7.7,3.24,42.47
801767.SI,数字媒体,传媒,14,2026-06-18,1673.8,0.49,-1.84,1.88,-2.03,-7.13,2.32,49.85
801093.SI,汽车零部件,汽车,240,2026-06-18,8057.74,0.49,-0.57,3.51,-3.76,-9.27,32.24,651.12
801036.SI,塑料,基础化工,73,2026-06-18,6272.17,0.47,5.08,10.74,12.62,14.51,17.29,435.67
801972.SI,环保设备Ⅱ,环保,27,2026-06-18,2477.85,0.35,1.15,3.37,0.92,-4.92,4.52,80.08
801095.SI,乘用车,汽车,8,2026-06-18,14571.84,0.33,-3.19,-1.9,-6.76,-9.52,4.74,92.12
801141.SI,包装印刷,轻工制造,41,2026-06-18,3054.13,0.26,0.3,2.14,-0.62,-6.95,7.93,96.8
801722.SI,装修装饰Ⅱ,建筑装饰,22,2026-06-18,4343.39,0.25,1.18,2.05,-4.41,-10.03,5.39,34.47
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-18,4137.32,0.23,-1.61,2.63,3.89,-7.97,1.0,7.88
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801104.SI,软件开发,计算机,131,2026-06-18,5887.76,0.17,-0.34,4.79,-2.98,-9.8,18.15,451.68
801743.SI,地面兵装Ⅱ,国防军工,12,2026-06-18,16884.57,0.13,-1.24,1.93,-1.12,-4.87,2.45,49.42
801231.SI,综合Ⅱ,综合,15,2026-06-18,4522.3,0.05,3.35,2.39,3.22,-3.93,3.59,52.61
801044.SI,普钢,钢铁,23,2026-06-18,2108.81,-0.14,-2.25,1.08,-2.99,-6.14,16.03,46.24
801736.SI,风电设备,电力设备,29,2026-06-18,2540.33,-0.15,1.04,2.9,-6.91,-14.74,5.87,114.42
801766.SI,影视院线,传媒,19,2026-06-18,1043.61,-0.19,-3.37,-0.19,-8.93,-13.63,5.56,38.43
801738.SI,电网设备,电力设备,125,2026-06-18,6300.71,-0.2,1.36,6.05,-3.12,-7.16,26.67,547.16
801124.SI,食品加工,食品饮料,25,2026-06-18,12505.06,-0.25,-2.8,-1.24,-1.73,-8.33,3.16,30.26
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801154.SI,医药商业,医药生物,32,2026-06-18,4339.41,-0.28,-2.99,-1.09,-3.17,-8.52,3.49,27.73
801163.SI,燃气Ⅱ,公用事业,29,2026-06-18,3064.72,-0.31,-2.4,-2.03,-4.71,-10.3,4.29,47.27
801155.SI,中药Ⅱ,医药生物,66,2026-06-18,5309.25,-0.34,-3.05,-1.88,-3.74,-6.63,11.74,83.78
801142.SI,家居用品,轻工制造,72,2026-06-18,1657.07,-0.4,-2.28,-1.67,-4.64,-11.12,6.39,72.03
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801113.SI,小家电,家用电器,20,2026-06-18,3936.88,-0.43,-3.15,-2.07,-5.37,-19.14,1.01,23.91
801131.SI,纺织制造,纺织服饰,33,2026-06-18,1671.56,-0.46,-1.53,1.5,-1.62,-9.88,4.72,41.05
801971.SI,环境治理,环保,105,2026-06-18,1943.78,-0.46,-0.85,1.88,-1.73,-4.39,14.61,134.97
801153.SI,医疗器械,医药生物,129,2026-06-18,5640.91,-0.5,-1.47,0.3,-3.04,-9.5,8.24,220.75
801181.SI,房地产开发,房地产,88,2026-06-18,2221.54,-0.5,-2.24,-0.79,-4.34,-7.7,34.48,213.03
801206.SI,互联网电商,商贸零售,18,2026-06-18,9981.7,-0.62,-1.4,1.93,-4.82,-11.58,2.58,26.2
801981.SI,个护用品,美容护理,12,2026-06-18,1196.05,-0.64,-3.62,0.32,-2.73,-7.34,0.61,8.21
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801132.SI,服装家纺,纺织服饰,59,2026-06-18,1517.02,-0.78,-2.58,0.97,-0.94,-6.56,8.03,68.82
801881.SI,摩托车及其他,汽车,16,2026-06-18,3052.46,-0.78,-3.62,0.08,-5.13,-13.78,1.17,21.01
801016.SI,种植业,农林牧渔,20,2026-06-18,2334.35,-0.79,-4.09,-1.27,-5.68,-9.56,5.31,28.6
801995.SI,电视广播Ⅱ,传媒,14,2026-06-18,1007.84,-0.8,-0.68,1.71,-5.41,-14.12,3.95,24.06
801962.SI,油服工程,石油石化,13,2026-06-18,2260.79,-0.8,-2.55,-1.77,-6.99,-14.88,4.54,26.92
801735.SI,光伏设备,电力设备,64,2026-06-18,6640.64,-0.94,0.75,2.0,-4.26,-9.91,22.31,512.19
801993.SI,旅游及景区,社会服务,24,2026-06-18,1892.48,-0.96,-5.54,-3.04,-5.29,-7.7,2.65,21.15
801056.SI,能源金属,有色金属,13,2026-06-18,22610.34,-1.0,-2.14,4.21,5.18,-1.33,5.79,278.11
801092.SI,汽车服务,汽车,10,2026-06-18,475.95,-1.0,-1.59,2.13,-1.55,-4.26,1.81,16.23
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-18,9351.29,-1.06,-0.12,4.25,0.16,-7.34,7.9,262.25
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-18,5721.83,-1.09,0.17,2.21,1.06,-0.93,6.12,73.96
801055.SI,工业金属,有色金属,60,2026-06-18,3350.3,-1.1,-3.72,6.96,-1.1,0.0,57.33,901.96
801112.SI,黑色家电,家用电器,10,2026-06-18,2110.84,-1.1,-0.14,2.22,-2.26,-9.52,2.7,32.07
801014.SI,饲料,农林牧渔,17,2026-06-18,3273.23,-1.17,-5.22,-5.13,-6.32,-11.56,2.37,17.94
801084.SI,光学光电子,电子,96,2026-06-18,2254.24,-1.21,7.96,11.5,5.31,12.83,104.9,1142.33
801982.SI,化妆品,美容护理,14,2026-06-18,5984.45,-1.22,-3.36,-0.14,-4.05,-5.83,0.95,16.21
801133.SI,饰品,纺织服饰,15,2026-06-18,1330.78,-1.23,-3.61,1.17,-3.57,-7.52,1.37,10.29
801114.SI,厨卫电器,家用电器,9,2026-06-18,7714.79,-1.28,-4.09,-4.16,-4.48,-13.4,0.68,7.31
801077.SI,工程机械,机械设备,28,2026-06-18,22637.91,-1.31,-1.94,1.14,-0.22,-3.58,6.64,88.85
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801202.SI,贸易Ⅱ,商贸零售,12,2026-06-18,4459.76,-1.34,-1.62,2.04,-6.03,-8.97,2.61,19.8
801033.SI,化学原料,基础化工,57,2026-06-18,3318.38,-1.34,-2.86,-0.49,-1.07,-5.27,15.89,208.97
801127.SI,饮料乳品,食品饮料,26,2026-06-18,6581.22,-1.35,-3.68,-3.93,-7.66,-10.07,2.8,45.79
801012.SI,农产品加工,农林牧渔,22,2026-06-18,2084.18,-1.36,-3.63,0.46,-3.87,-6.85,1.84,29.11
801737.SI,电池,电力设备,97,2026-06-18,26687.91,-1.36,1.35,7.06,2.22,-1.97,32.08,1254.51
801179.SI,铁路公路,交通运输,33,2026-06-18,1468.28,-1.42,-2.61,-3.13,-4.67,-7.44,7.33,38.04
801992.SI,航运港口,交通运输,34,2026-06-18,3235.38,-1.54,-2.74,4.02,-0.25,-7.6,14.53,120.0
801713.SI,装修建材,建筑材料,35,2026-06-18,4900.72,-1.59,-1.63,0.77,-3.6,-8.41,6.99,80.43
801015.SI,渔业,农林牧渔,6,2026-06-18,639.31,-1.61,-3.62,-3.01,-8.21,-11.41,0.65,2.33
801178.SI,物流,交通运输,47,2026-06-18,3939.18,-1.64,-4.41,-3.65,-5.63,-9.82,5.35,49.72
801034.SI,化学制品,基础化工,171,2026-06-18,7052.55,-1.68,-1.35,3.23,4.24,0.31,32.82,730.49
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-18,6617.27,-1.75,-1.68,-2.85,2.29,-3.61,4.53,68.19
801724.SI,专业工程,建筑装饰,39,2026-06-18,2015.6,-1.76,1.98,5.37,4.99,0.21,12.36,169.22
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801711.SI,水泥,建筑材料,21,2026-06-18,3996.74,-1.78,-2.43,-1.59,-4.84,-8.69,3.99,34.45
801183.SI,房地产服务,房地产,11,2026-06-18,739.76,-1.83,-6.27,-4.09,-9.51,-15.24,2.08,7.35
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801994.SI,教育,社会服务,15,2026-06-18,1668.91,-1.93,-4.44,-2.36,-7.14,-11.48,3.3,14.32
801111.SI,白色家电,家用电器,10,2026-06-18,17811.33,-1.97,-3.97,-7.39,-5.18,-4.51,2.75,75.42
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-18,2892.54,-1.97,-2.6,-2.54,-3.39,-6.43,5.14,24.35
801038.SI,农化制品,基础化工,58,2026-06-18,5066.91,-2.02,-5.83,-1.29,-2.28,-8.52,13.99,196.28
801191.SI,多元金融,非银金融,26,2026-06-18,1142.02,-2.04,-3.2,2.13,-2.56,-8.64,8.16,56.23
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-18,3691.74,-2.07,-3.46,-0.94,-5.57,-14.8,0.95,9.09
801125.SI,白酒Ⅱ,食品饮料,19,2026-06-18,34766.94,-2.08,-4.47,-4.72,-5.15,-8.96,1.97,149.76
801951.SI,煤炭开采,煤炭,30,2026-06-18,3410.6,-2.15,-6.12,-10.52,-16.2,-3.47,18.93,159.66
801203.SI,一般零售,商贸零售,59,2026-06-18,2647.79,-2.29,-3.96,-1.62,-6.73,-9.97,15.87,81.73
801219.SI,酒店餐饮,社会服务,9,2026-06-18,1453.4,-2.39,-5.3,-1.89,-5.4,-10.65,0.62,5.67
801723.SI,基础建设,建筑装饰,45,2026-06-18,2154.07,-2.39,-1.08,1.39,-3.52,-8.2,24.1,146.67
801043.SI,冶钢原料,钢铁,9,2026-06-18,3407.33,-2.43,-8.03,-5.35,-4.15,-8.0,3.76,36.26
801128.SI,休闲食品,食品饮料,22,2026-06-18,1610.2,-2.43,-6.7,-5.5,-8.67,-13.14,1.63,20.23
801783.SI,股份制银行Ⅱ,银行,9,2026-06-18,4018.96,-2.51,-4.45,-5.0,-2.63,-0.35,12.64,113.45
801712.SI,玻璃玻纤,建筑材料,16,2026-06-18,27824.63,-2.54,14.39,25.12,31.25,40.74,18.53,446.36
801096.SI,商用车,汽车,13,2026-06-18,7084.24,-2.6,-5.34,-3.43,-7.57,-18.78,4.25,41.85
801784.SI,城商行Ⅱ,银行,17,2026-06-18,1010.66,-2.61,-4.78,-5.11,-1.23,-2.32,9.28,77.87
801017.SI,养殖业,农林牧渔,23,2026-06-18,2355.0,-2.61,-4.86,-3.16,-4.48,-13.54,6.01,54.7
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-18,1854.55,-2.63,-5.0,-5.57,-0.64,-0.68,18.0,117.23
801143.SI,造纸,轻工制造,23,2026-06-18,2030.9,-2.69,-5.92,-3.58,-7.82,-10.71,5.41,31.52
801744.SI,航海装备Ⅱ,国防军工,10,2026-06-18,3218.89,-2.72,-0.81,4.31,-1.45,-6.36,2.67,73.69
801963.SI,炼化及贸易,石油石化,30,2026-06-18,2772.71,-2.77,-6.26,-2.57,-5.29,-9.34,11.61,89.39
801785.SI,农商行Ⅱ,银行,10,2026-06-18,741.89,-2.84,-5.14,-5.84,-3.08,-4.96,3.11,15.14
801193.SI,证券Ⅱ,非银金融,50,2026-06-18,5972.64,-2.98,-2.09,3.99,2.25,-0.72,33.54,395.58
801032.SI,化学纤维,基础化工,27,2026-06-18,4931.59,-3.04,-2.6,1.88,2.08,0.86,9.67,92.46
801145.SI,文娱用品,轻工制造,22,2026-06-18,1666.47,-3.05,-5.57,-3.29,-9.33,-12.72,2.09,23.59
801991.SI,航空机场,交通运输,12,2026-06-18,2431.55,-3.14,-4.86,1.97,-1.17,-5.32,9.31,48.76
801161.SI,电力,公用事业,102,2026-06-18,3413.67,-3.2,-4.37,-3.14,-10.07,-3.19,85.56,699.95
801053.SI,贵金属,有色金属,11,2026-06-18,23030.72,-3.4,-3.42,6.48,-2.56,-6.13,5.29,118.61
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-18,1122.43,-3.85,-8.37,-8.07,-19.42,-8.81,2.72,8.81
801126.SI,非白酒,食品饮料,17,2026-06-18,3265.08,-3.98,-8.88,-9.33,-9.76,-13.92,2.09,26.75
801194.SI,保险Ⅱ,非银金融,5,2026-06-18,1096.33,-6.41,-8.92,-5.59,-5.22,-7.38,5.54,199.09
