代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-26,30689.6,6.92,6.01,-1.91,-1.6,-6.59,4.98,178.73
801712.SI,玻璃玻纤,建筑材料,16,2026-06-26,34286.23,4.95,21.47,23.22,54.18,42.73,16.15,508.73
801017.SI,养殖业,农林牧渔,23,2026-06-26,2317.1,2.45,-1.28,-1.61,-4.72,-10.04,7.71,82.56
801037.SI,橡胶,基础化工,17,2026-06-26,5605.35,1.49,3.76,6.29,10.3,5.93,3.57,70.01
801111.SI,白色家电,家用电器,10,2026-06-26,17928.28,1.38,0.07,0.66,-6.78,-1.2,2.47,69.59
801084.SI,光学光电子,电子,96,2026-06-26,2399.32,0.94,6.42,6.44,18.67,11.66,123.0,1473.71
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-06-26,2321.82,0.77,3.58,3.95,9.46,8.61,8.03,188.14
801086.SI,电子化学品Ⅱ,电子,34,2026-06-26,16592.95,0.73,7.27,8.76,23.38,30.19,17.97,918.66
801014.SI,饲料,农林牧渔,17,2026-06-26,3274.63,0.64,-1.57,0.04,-5.09,-10.33,2.91,21.63
801736.SI,风电设备,电力设备,29,2026-06-26,2475.67,0.57,-0.74,-2.55,0.28,-16.44,9.22,178.29
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801994.SI,教育,社会服务,15,2026-06-26,1558.57,0.09,-5.17,-6.61,-8.82,-17.71,3.83,15.29
801735.SI,光伏设备,电力设备,64,2026-06-26,6599.13,-0.1,0.43,-0.63,1.37,-13.62,30.56,648.04
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801881.SI,摩托车及其他,汽车,16,2026-06-26,3076.57,-0.48,-0.98,0.79,0.87,-8.4,1.22,26.34
801784.SI,城商行Ⅱ,银行,17,2026-06-26,990.96,-0.54,-3.28,-1.95,-6.96,-2.05,7.39,62.63
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-26,1829.7,-0.67,-4.5,-1.34,-6.83,-0.41,15.02,98.02
801785.SI,农商行Ⅱ,银行,10,2026-06-26,726.78,-0.68,-4.0,-2.04,-7.76,-4.36,2.56,12.02
801161.SI,电力,公用事业,102,2026-06-26,3268.05,-0.68,-4.0,-4.27,-7.28,-12.03,68.7,551.77
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801156.SI,医疗服务,医药生物,51,2026-06-26,6635.72,-0.75,4.65,7.9,13.66,5.28,9.08,247.62
801126.SI,非白酒,食品饮料,17,2026-06-26,3091.72,-0.86,-4.26,-5.31,-14.14,-16.33,1.35,15.71
