代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801016.SI,种植业,农林牧渔,20,2026-06-24,2205.44,-4.13,-5.52,-8.06,-6.68,-12.45,5.51,32.53
801015.SI,渔业,农林牧渔,6,2026-06-24,620.59,-4.55,-2.93,-6.52,-7.66,-12.91,0.98,3.31
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801014.SI,饲料,农林牧渔,17,2026-06-24,3225.81,-3.03,-1.45,-4.77,-5.9,-13.74,2.51,17.18
801012.SI,农产品加工,农林牧渔,22,2026-06-24,1988.77,-2.07,-4.58,-6.72,-5.39,-9.89,1.82,20.98
801017.SI,养殖业,农林牧渔,23,2026-06-24,2275.9,-3.04,-3.36,-7.32,-5.69,-14.92,5.4,45.92
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-24,4221.7,0.15,2.04,0.46,4.24,-1.81,2.8,18.48
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801033.SI,化学原料,基础化工,57,2026-06-24,3532.12,0.97,6.44,3.3,6.19,1.08,19.99,325.26
801034.SI,化学制品,基础化工,171,2026-06-24,7432.68,1.87,5.39,4.38,10.67,4.25,35.76,798.89
801032.SI,化学纤维,基础化工,27,2026-06-24,5095.07,2.35,3.31,-0.09,3.01,2.13,7.65,78.52
801036.SI,塑料,基础化工,73,2026-06-24,6218.18,1.04,-0.86,0.45,9.92,8.42,15.13,373.55
801037.SI,橡胶,基础化工,17,2026-06-24,5539.01,2.54,5.03,6.35,10.11,2.34,3.3,61.86
801038.SI,农化制品,基础化工,58,2026-06-24,5351.74,3.56,5.62,1.17,6.23,-4.52,17.76,255.57
801039.SI,非金属材料Ⅱ,基础化工,7,2026-06-24,9556.1,1.12,0.08,6.85,20.54,17.49,1.17,100.53
801043.SI,冶钢原料,钢铁,9,2026-06-24,3395.22,0.39,-0.36,-6.15,-5.77,-9.95,4.22,36.13
801044.SI,普钢,钢铁,23,2026-06-24,2054.13,-1.25,-2.59,-4.57,-2.78,-8.9,14.77,41.9
801045.SI,特钢Ⅱ,钢铁,12,2026-06-24,3983.28,-2.29,-2.73,-1.32,2.51,-7.47,2.61,24.53
801051.SI,金属新材料,有色金属,32,2026-06-24,12142.42,-0.5,-2.96,-0.26,8.44,9.59,9.3,222.28
801055.SI,工业金属,有色金属,60,2026-06-24,3230.57,0.06,-3.57,-4.57,2.13,-11.67,56.18,798.62
801053.SI,贵金属,有色金属,11,2026-06-24,21349.84,-0.21,-7.3,-9.71,-3.31,-19.19,5.02,101.43
801054.SI,小金属,有色金属,26,2026-06-24,47773.64,0.83,1.18,3.14,20.57,18.14,18.79,922.75
801056.SI,能源金属,有色金属,13,2026-06-24,22913.3,4.41,1.34,-0.09,7.55,-2.74,6.4,320.32
801081.SI,半导体,电子,175,2026-06-24,12774.84,5.01,6.38,16.4,24.76,14.84,56.99,5399.61
801083.SI,元件,电子,58,2026-06-24,28765.63,2.47,-4.6,2.19,10.51,15.56,22.9,1669.61
801084.SI,光学光电子,电子,96,2026-06-24,2314.59,2.66,2.68,6.89,6.63,8.73,86.5,1019.09
801082.SI,其他电子Ⅱ,电子,33,2026-06-24,23461.01,1.89,4.64,12.55,22.81,17.44,9.16,404.77
801085.SI,消费电子,电子,90,2026-06-24,12839.19,4.46,2.16,7.84,9.04,3.66,33.5,1453.23
801086.SI,电子化学品Ⅱ,电子,34,2026-06-24,16065.14,3.86,5.3,14.32,25.82,25.64,14.97,782.34
801093.SI,汽车零部件,汽车,240,2026-06-24,7799.93,-0.72,-3.2,-2.85,-5.06,-12.54,31.49,582.76
801092.SI,汽车服务,汽车,10,2026-06-24,466.92,-0.83,-1.9,-3.69,-2.35,-5.11,1.77,14.64
801881.SI,摩托车及其他,汽车,16,2026-06-24,3122.83,0.51,2.31,0.02,-2.26,-11.27,1.29,27.18
801095.SI,乘用车,汽车,8,2026-06-24,13761.91,-2.23,-5.56,-7.65,-9.75,-16.07,3.87,74.86
801096.SI,商用车,汽车,13,2026-06-24,6869.57,-1.73,-3.03,-6.34,-9.13,-18.93,3.84,38.26
801111.SI,白色家电,家用电器,10,2026-06-24,17647.18,-1.5,-0.92,-2.94,-5.18,-3.97,1.98,57.73
801112.SI,黑色家电,家用电器,10,2026-06-24,2045.22,-1.87,-3.11,-5.25,-3.61,-12.61,2.73,29.46
801113.SI,小家电,家用电器,20,2026-06-24,3778.39,-2.44,-4.03,-6.11,-10.63,-18.86,1.0,20.85
801114.SI,厨卫电器,家用电器,9,2026-06-24,7553.73,-1.99,-2.09,-5.02,-5.04,-13.88,0.55,5.65
