代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801783.SI,股份制银行Ⅱ,银行,9,2026-06-12,4257.8,0.64,1.75,1.7,2.65,3.95,14.39,137.9
801082.SI,其他电子Ⅱ,电子,33,2026-06-12,18756.9,0.64,-1.82,-3.23,-1.97,-3.69,10.58,361.36
801127.SI,饮料乳品,食品饮料,26,2026-06-12,6891.74,0.6,1.69,-0.58,-5.37,-8.19,3.09,45.83
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-12,2985.36,0.58,1.55,-0.04,-3.7,-7.44,5.28,25.73
801103.SI,IT服务Ⅱ,计算机,119,2026-06-12,4860.61,0.44,-4.89,-5.43,-6.84,-16.97,30.31,483.49
801179.SI,铁路公路,交通运输,33,2026-06-12,1521.9,0.41,-0.94,-1.33,-3.33,-4.04,9.06,53.01
801769.SI,出版,传媒,29,2026-06-12,1445.01,0.36,-3.32,-3.23,-5.47,-12.59,4.96,52.0
801101.SI,计算机设备,计算机,84,2026-06-12,2775.53,0.34,-2.48,-5.21,-6.09,-14.2,11.0,266.37
801145.SI,文娱用品,轻工制造,22,2026-06-12,1728.75,0.33,-3.05,-4.44,-9.79,-17.16,1.92,22.86
801072.SI,通用设备,机械设备,219,2026-06-12,8630.54,0.32,-3.95,-2.85,-0.66,-3.73,39.96,928.51
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801765.SI,广告营销,传媒,28,2026-06-12,2623.63,0.19,-4.9,-4.02,-8.84,-15.52,15.3,142.11
801731.SI,电机Ⅱ,电力设备,26,2026-06-12,13911.42,0.19,-6.22,-8.23,-7.52,-13.93,4.48,90.12
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-12,6821.03,0.14,1.98,4.1,0.01,-2.84,4.6,60.11
801951.SI,煤炭开采,煤炭,30,2026-06-12,3814.03,0.06,-2.77,-4.56,1.49,5.32,23.39,209.51
801764.SI,游戏Ⅱ,传媒,26,2026-06-12,2726.19,0.06,-3.26,-5.42,-6.39,-14.93,12.98,183.57
801735.SI,光伏设备,电力设备,64,2026-06-12,6507.01,-0.05,-1.48,-2.96,-9.82,-11.34,27.55,641.5
801083.SI,元件,电子,58,2026-06-12,24830.67,-0.09,-4.61,-0.87,-0.8,21.04,28.02,1704.36
801112.SI,黑色家电,家用电器,10,2026-06-12,2062.08,-0.14,-2.82,-4.57,-5.26,-13.9,3.17,39.02
801074.SI,专用设备,机械设备,178,2026-06-12,12852.08,-0.15,-3.44,-3.8,-2.09,-6.1,26.47,596.35
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-12,7493.99,-0.24,-3.53,-4.66,-3.44,-13.15,5.21,132.53
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801085.SI,消费电子,电子,90,2026-06-12,11136.48,-0.39,-5.42,-7.14,-8.6,-7.61,25.55,995.53
801036.SI,塑料,基础化工,73,2026-06-12,5641.73,-0.39,-0.27,1.35,4.58,2.11,18.67,425.74
801712.SI,玻璃玻纤,建筑材料,16,2026-06-12,22149.58,-0.4,1.0,5.16,-3.55,15.01,14.51,327.44
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801223.SI,通信服务,通信,38,2026-06-12,2196.16,-0.55,-2.52,-4.22,-6.25,-15.84,13.13,167.71
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-06-12,2108.35,-0.61,-0.01,-1.92,1.13,-7.22,6.43,105.81
801972.SI,环保设备Ⅱ,环保,27,2026-06-12,2381.69,-0.64,-2.67,-2.87,-3.0,-9.4,4.53,76.1
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801039.SI,非金属材料Ⅱ,基础化工,7,2026-06-12,8025.44,-0.75,1.23,4.27,1.4,10.14,1.25,92.28
801722.SI,装修装饰Ⅱ,建筑装饰,23,2026-06-12,4223.91,-0.76,-2.91,-6.34,-9.25,-19.21,5.85,33.74
801078.SI,自动化设备,机械设备,79,2026-06-12,23539.68,-0.83,-5.95,-5.6,-1.89,-1.83,13.42,715.67
801102.SI,通信设备,通信,85,2026-06-12,11616.56,-1.03,-6.17,-4.25,0.24,7.22,28.08,2391.15
801081.SI,半导体,电子,174,2026-06-12,10197.78,-1.2,-0.41,0.34,-2.69,1.93,50.16,4711.67
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801111.SI,白色家电,家用电器,10,2026-06-12,18949.31,-1.47,1.81,1.68,1.62,-0.64,3.11,90.23
801037.SI,橡胶,基础化工,17,2026-06-12,4997.05,-1.67,-0.66,-1.16,-0.61,-9.03,2.31,53.39
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801084.SI,光学光电子,电子,95,2026-06-12,1977.61,-2.19,-8.89,-8.85,-1.04,1.2,81.45,911.89
801231.SI,综合Ⅱ,综合,15,2026-06-12,4276.4,-3.18,-5.03,-2.3,-6.84,-12.82,4.96,51.69
801086.SI,电子化学品Ⅱ,电子,34,2026-06-12,12793.34,-4.87,0.19,3.17,8.27,7.8,17.5,792.0
