代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801038.SI,农化制品,基础化工,58,2026-07-02,5128.48,0.06,0.49,-2.58,-0.83,-3.84,17.11,247.0
801125.SI,白酒Ⅱ,食品饮料,19,2026-07-02,34114.73,0.05,0.29,-1.19,-3.92,-8.42,2.17,140.11
801203.SI,一般零售,商贸零售,59,2026-07-02,2607.31,0.01,3.49,2.14,-3.79,-10.74,18.49,104.81
801219.SI,酒店餐饮,社会服务,9,2026-07-02,1390.8,-0.0,1.71,-0.62,-6.6,-11.12,0.94,9.49
801045.SI,特钢Ⅱ,钢铁,12,2026-07-02,3876.47,-0.01,2.14,-1.81,-3.1,-2.39,2.64,19.74
801014.SI,饲料,农林牧渔,17,2026-07-02,3519.4,-0.01,4.63,8.16,6.27,-1.82,6.07,40.31
801044.SI,普钢,钢铁,23,2026-07-02,2004.79,-0.06,1.57,-0.8,-5.07,-8.72,15.76,41.75
801093.SI,汽车零部件,汽车,240,2026-07-02,7611.44,-0.12,3.51,-0.7,-5.08,-8.26,35.53,692.83
801114.SI,厨卫电器,家用电器,9,2026-07-02,7576.5,-0.15,2.05,0.91,-3.05,-7.69,0.97,9.78
801124.SI,食品加工,食品饮料,25,2026-07-02,12292.62,-0.18,0.65,-1.77,-1.94,-5.29,3.59,30.97
801782.SI,国有大型银行Ⅱ,银行,6,2026-07-02,1796.49,-0.22,-2.61,-2.47,-5.68,-4.5,15.44,98.49
801116.SI,家电零部件Ⅱ,家用电器,30,2026-07-02,7447.12,-0.24,5.95,2.11,-0.32,-2.74,5.6,149.08
801096.SI,商用车,汽车,13,2026-07-02,6657.87,-0.24,0.92,-2.56,-8.46,-16.37,3.87,39.31
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801962.SI,油服工程,石油石化,13,2026-07-02,2108.04,-0.25,0.33,-1.87,-7.51,-16.09,4.0,22.92
801713.SI,装修建材,建筑材料,35,2026-07-02,4708.4,-0.36,1.51,-1.63,-5.45,-8.14,5.35,57.23
801152.SI,生物制品,医药生物,51,2026-07-02,5351.07,-0.4,3.07,5.9,7.35,2.03,7.53,166.59
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801127.SI,饮料乳品,食品饮料,26,2026-07-02,6586.36,-0.47,-0.77,0.79,-1.27,-8.6,3.8,50.9
801971.SI,环境治理,环保,105,2026-07-02,1891.68,-0.52,2.01,-1.6,-3.12,-5.61,15.11,142.92
801881.SI,摩托车及其他,汽车,16,2026-07-02,3128.33,-0.55,0.24,1.19,1.68,-4.77,1.03,20.28
801153.SI,医疗器械,医药生物,129,2026-07-02,5625.73,-0.55,2.23,1.93,-0.77,-4.63,9.27,262.03
801112.SI,黑色家电,家用电器,10,2026-07-02,2093.33,-0.62,3.2,1.48,-1.92,-4.28,3.79,41.51
801161.SI,电力,公用事业,102,2026-07-02,3270.77,-0.7,-0.06,-0.6,-7.25,-14.71,74.13,543.14
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801191.SI,多元金融,非银金融,26,2026-07-02,1108.14,-0.73,1.44,-2.66,-4.94,-7.04,7.13,50.1
801202.SI,贸易Ⅱ,商贸零售,12,2026-07-02,4213.55,-0.73,1.52,-2.24,-6.78,-11.77,2.86,19.69
801231.SI,综合Ⅱ,综合,15,2026-07-02,4557.45,-0.76,8.58,0.23,0.82,0.7,6.32,88.69
801163.SI,燃气Ⅱ,公用事业,29,2026-07-02,3019.72,-0.76,3.74,2.19,-1.78,-7.78,4.05,49.07
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-07-02,3377.29,-0.76,4.0,-1.95,-10.41,-15.64,1.02,8.88
801223.SI,通信服务,通信,38,2026-07-02,2169.16,-0.76,4.88,-0.27,-2.88,-7.26,12.19,213.75
801051.SI,金属新材料,有色金属,32,2026-07-02,11844.62,-0.79,4.08,-2.56,-1.39,10.02,10.08,251.72
801952.SI,焦炭Ⅱ,煤炭,7,2026-07-02,1075.27,-0.84,1.09,-1.78,-7.89,-20.88,2.51,7.79
801054.SI,小金属,有色金属,26,2026-07-02,46493.77,-0.85,-0.72,-4.16,2.02,13.42,15.71,771.79
801722.SI,装修装饰Ⅱ,建筑装饰,22,2026-07-02,4321.99,-0.86,1.56,-0.69,-0.24,-6.94,5.16,32.02
801033.SI,化学原料,基础化工,57,2026-07-02,3469.18,-0.87,2.35,-1.34,3.15,1.26,19.55,276.17
801092.SI,汽车服务,汽车,10,2026-07-02,440.12,-0.89,1.17,-4.26,-8.46,-10.61,1.84,11.39
801183.SI,房地产服务,房地产,11,2026-07-02,716.94,-0.9,1.77,-0.21,-4.86,-14.08,3.35,10.65
801995.SI,电视广播Ⅱ,传媒,14,2026-07-02,939.98,-0.91,0.43,-4.26,-7.47,-14.25,3.94,20.8
801012.SI,农产品加工,农林牧渔,22,2026-07-02,2004.0,-0.98,3.5,2.89,-5.15,-9.19,3.21,31.39
801076.SI,轨交设备Ⅱ,机械设备,31,2026-07-02,5573.79,-0.99,1.53,0.03,-3.65,-1.97,6.49,67.4
801711.SI,水泥,建筑材料,21,2026-07-02,3840.01,-1.07,-0.15,-2.64,-5.63,-10.29,3.62,30.78
801737.SI,电池,电力设备,97,2026-07-02,25584.44,-1.08,-0.13,-4.7,-5.44,-5.26,25.12,1016.37
801743.SI,地面兵装Ⅱ,国防军工,12,2026-07-02,16270.01,-1.11,3.55,-1.61,-3.51,-6.39,2.71,52.06
801994.SI,教育,社会服务,15,2026-07-02,1606.9,-1.23,2.63,3.2,-5.58,-12.42,6.09,25.25
801991.SI,航空机场,交通运输,12,2026-07-02,2384.97,-1.26,-1.04,-4.59,-4.99,-3.73,8.42,40.46
801194.SI,保险Ⅱ,非银金融,5,2026-07-02,1108.69,-1.27,1.62,-0.37,-5.36,-5.13,3.78,122.47
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801181.SI,房地产开发,房地产,88,2026-07-02,2147.41,-1.54,1.64,-0.42,-3.82,-8.34,38.62,187.94
801206.SI,互联网电商,商贸零售,18,2026-07-02,10138.29,-1.73,4.24,1.91,0.94,-5.52,3.34,43.72
801072.SI,通用设备,机械设备,219,2026-07-02,9477.14,-1.75,1.82,-1.79,1.25,8.39,43.31,1198.07
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801972.SI,环保设备Ⅱ,环保,27,2026-07-02,2395.35,-1.8,0.11,-3.68,-2.99,-1.94,4.31,73.58
801744.SI,航海装备Ⅱ,国防军工,10,2026-07-02,3101.41,-1.85,2.41,-2.03,-6.27,-3.56,2.73,76.01
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801218.SI,专业服务,社会服务,30,2026-07-02,6440.44,-2.03,2.93,-0.62,0.7,3.77,3.24,61.36
801738.SI,电网设备,电力设备,125,2026-07-02,5759.34,-2.29,-2.7,-7.15,-8.77,-12.92,26.15,456.23
801103.SI,IT服务Ⅱ,计算机,119,2026-07-02,4837.03,-2.38,3.57,-1.92,-3.92,-7.91,32.45,549.17
801084.SI,光学光电子,电子,96,2026-07-02,2472.97,-2.38,4.65,4.04,8.38,19.48,125.98,1530.47
801742.SI,航空装备Ⅱ,国防军工,45,2026-07-02,8811.34,-2.43,0.64,-1.84,-6.77,-6.35,6.39,199.03
801104.SI,软件开发,计算机,131,2026-07-02,5700.83,-2.43,2.74,-2.15,-3.01,-8.3,21.57,576.75
801074.SI,专用设备,机械设备,178,2026-07-02,13273.9,-2.5,0.03,-3.6,-3.02,0.39,26.75,612.39
801193.SI,证券Ⅱ,非银金融,50,2026-07-02,6516.83,-2.54,2.2,-0.48,5.86,10.32,53.43,670.43
801115.SI,照明设备Ⅱ,家用电器,12,2026-07-02,4785.43,-2.57,-5.47,-4.76,-13.1,-7.27,2.56,20.53
801724.SI,专业工程,建筑装饰,39,2026-07-02,1972.5,-2.63,-2.46,-2.97,-3.86,2.84,8.72,139.82
801745.SI,军工电子Ⅱ,国防军工,62,2026-07-02,7049.04,-2.66,2.8,1.8,1.46,5.98,11.17,440.48
801036.SI,塑料,基础化工,73,2026-07-02,5855.38,-2.76,0.22,-7.28,-6.2,6.13,15.28,363.4
801156.SI,医疗服务,医药生物,51,2026-07-02,6913.74,-2.78,-2.46,3.41,16.51,13.66,11.57,326.68
801736.SI,风电设备,电力设备,29,2026-07-02,2453.85,-3.03,1.28,-0.32,-3.55,-11.08,7.76,139.55
801141.SI,包装印刷,轻工制造,41,2026-07-02,2942.71,-3.09,-0.38,-2.26,-3.4,-5.33,7.67,84.41
801741.SI,航天装备Ⅱ,国防军工,9,2026-07-02,31885.52,-3.29,3.13,11.09,3.04,0.83,2.95,121.52
801056.SI,能源金属,有色金属,13,2026-07-02,21190.93,-3.4,-1.4,-5.0,-7.22,-4.4,3.74,207.83
801101.SI,计算机设备,计算机,84,2026-07-02,2950.66,-3.75,-0.59,-4.35,-0.9,-0.2,13.61,406.88
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-07-02,2399.08,-3.98,0.98,4.12,9.0,12.2,6.19,151.85
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-07-02,43796.69,-4.22,-5.43,-9.0,-11.2,-8.89,7.21,217.69
801086.SI,电子化学品Ⅱ,电子,34,2026-07-02,16973.27,-4.72,-2.25,3.03,13.21,40.93,16.64,881.03
801712.SI,玻璃玻纤,建筑材料,16,2026-07-02,30372.64,-5.1,-6.34,-7.03,6.39,44.11,11.38,338.66
801735.SI,光伏设备,电力设备,64,2026-07-02,6372.35,-5.47,-5.15,-3.53,-4.94,-8.37,27.16,615.62
801078.SI,自动化设备,机械设备,79,2026-07-02,24775.18,-5.5,-2.73,-6.69,-4.8,0.72,15.58,870.53
801039.SI,非金属材料Ⅱ,基础化工,7,2026-07-02,8414.21,-5.58,-9.74,-15.49,-7.1,7.96,1.17,84.77
801082.SI,其他电子Ⅱ,电子,33,2026-07-02,21442.77,-6.24,-4.53,-9.84,-1.78,10.62,7.91,347.17
801085.SI,消费电子,电子,90,2026-07-02,11495.81,-6.46,-3.98,-11.23,-5.22,-7.58,27.51,1101.7
801083.SI,元件,电子,58,2026-07-02,26430.73,-8.03,-7.43,-13.37,-9.91,5.25,26.43,1687.85
801081.SI,半导体,电子,175,2026-07-02,12921.7,-8.05,-6.49,-3.2,11.73,23.79,56.38,5837.83
801102.SI,通信设备,通信,85,2026-07-02,11638.66,-8.12,-7.51,-16.25,-10.46,-7.12,23.55,2075.63
