代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801081.SI,半导体,电子,175,2026-07-08,12754.32,-0.09,0.07,-9.24,-0.16,24.56,52.8,5017.5
801231.SI,综合Ⅱ,综合,15,2026-07-08,4336.14,-0.15,-3.96,-5.58,-5.27,-3.7,3.67,45.97
801161.SI,电力,公用事业,102,2026-07-08,3193.77,-0.21,-2.32,-3.04,-4.75,-11.35,46.77,334.41
801126.SI,非白酒,食品饮料,17,2026-07-08,3209.59,-0.23,-0.95,0.23,1.97,-9.71,1.18,13.56
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801982.SI,化妆品,美容护理,14,2026-07-08,5719.97,-0.37,-3.09,-0.96,1.63,-5.89,0.93,16.81
801219.SI,酒店餐饮,社会服务,9,2026-07-08,1377.51,-0.37,-1.73,-0.96,-2.8,-8.17,0.72,7.08
801102.SI,通信设备,通信,85,2026-07-08,11205.28,-0.39,-3.35,-11.54,-16.77,-9.49,21.48,1735.28
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801963.SI,炼化及贸易,石油石化,30,2026-07-08,2759.35,-0.46,-1.07,0.79,-3.12,-3.72,11.89,99.01
801952.SI,焦炭Ⅱ,煤炭,7,2026-07-08,1047.15,-0.47,-1.98,-3.43,-3.52,-18.63,1.83,5.51
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-07-08,6576.13,-0.49,-1.16,-0.69,-3.98,-1.68,2.48,31.68
801153.SI,医疗器械,医药生物,129,2026-07-08,5501.71,-0.51,-3.72,-2.74,-1.26,-3.08,6.54,181.43
801765.SI,广告营销,传媒,28,2026-07-08,2329.15,-0.52,-5.3,-7.0,-9.54,-15.57,11.68,100.4
801044.SI,普钢,钢铁,23,2026-07-08,1969.83,-0.64,-2.05,-1.8,-4.1,-6.77,10.6,28.37
801012.SI,农产品加工,农林牧渔,22,2026-07-08,1961.51,-0.66,-2.85,-3.08,-1.37,-6.69,1.69,14.56
801124.SI,食品加工,食品饮料,25,2026-07-08,12158.99,-0.67,-1.75,-1.27,-3.07,-4.27,3.68,22.87
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801178.SI,物流,交通运输,47,2026-07-08,4053.51,-0.72,-0.77,0.82,3.98,-1.34,5.18,51.7
801131.SI,纺织制造,纺织服饰,33,2026-07-08,1637.74,-0.74,-4.44,-1.21,-3.56,-2.5,3.43,32.72
801722.SI,装修装饰Ⅱ,建筑装饰,22,2026-07-08,4056.96,-0.75,-6.75,-6.94,-6.89,-6.75,3.99,34.41
801163.SI,燃气Ⅱ,公用事业,29,2026-07-08,2956.39,-0.77,-3.43,-2.84,-2.27,-4.95,2.99,37.82
801112.SI,黑色家电,家用电器,10,2026-07-08,2041.31,-0.8,-1.39,-3.09,-0.19,-3.8,3.14,33.21
801991.SI,航空机场,交通运输,12,2026-07-08,2333.26,-0.81,-1.72,-3.4,-2.63,-3.51,7.21,33.12
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-07-08,4284.64,-0.85,-1.33,3.4,1.49,5.8,0.52,6.79
801711.SI,水泥,建筑材料,21,2026-07-08,3821.93,-0.85,-2.73,-1.54,-2.48,-7.85,2.77,21.84
801142.SI,家居用品,轻工制造,72,2026-07-08,1593.41,-0.95,-3.54,-1.8,-2.25,-6.39,5.14,59.7
801145.SI,文娱用品,轻工制造,22,2026-07-08,1585.44,-0.95,-2.4,-1.04,-2.89,-11.08,1.0,11.91
801992.SI,航运港口,交通运输,34,2026-07-08,3072.09,-0.99,-2.6,-0.67,-10.45,-2.87,11.31,83.01
801724.SI,专业工程,建筑装饰,39,2026-07-08,1875.07,-1.05,-5.36,-7.44,-7.18,-2.33,6.51,77.48
801133.SI,饰品,纺织服饰,15,2026-07-08,1284.18,-1.05,-5.29,-1.08,-1.11,-4.5,1.76,13.49
801764.SI,游戏Ⅱ,传媒,26,2026-07-08,2858.95,-1.09,2.03,1.17,4.33,1.45,13.36,225.26
801202.SI,贸易Ⅱ,商贸零售,12,2026-07-08,4005.19,-1.14,-4.93,-5.64,-7.57,-12.13,1.7,11.11
801206.SI,互联网电商,商贸零售,18,2026-07-08,9623.07,-1.19,-5.15,-6.72,-4.45,-5.59,2.13,21.91
801113.SI,小家电,家用电器,20,2026-07-08,3755.32,-1.2,-5.0,-0.94,-0.61,-11.17,0.88,16.79
801193.SI,证券Ⅱ,非银金融,50,2026-07-08,6312.74,-1.31,-3.78,-5.59,-0.23,10.12,27.3,337.61
801076.SI,轨交设备Ⅱ,机械设备,31,2026-07-08,5377.77,-1.31,-3.67,-4.47,-3.75,-4.79,3.45,35.27
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801085.SI,消费电子,电子,90,2026-07-08,11186.75,-1.42,-5.26,-8.97,-12.87,-4.99,22.18,866.58
801741.SI,航天装备Ⅱ,国防军工,9,2026-07-08,30732.67,-1.48,-9.36,-6.78,4.95,-6.18,2.32,83.73
801143.SI,造纸,轻工制造,23,2026-07-08,1979.15,-1.64,-3.1,-0.5,-0.59,-8.95,4.3,26.66
801115.SI,照明设备Ⅱ,家用电器,12,2026-07-08,4470.39,-1.65,-8.4,-8.98,-12.75,-15.08,0.93,10.17
801045.SI,特钢Ⅱ,钢铁,12,2026-07-08,3713.47,-1.7,-4.79,-4.21,-6.77,-4.44,2.21,16.06
801055.SI,工业金属,有色金属,60,2026-07-08,2958.61,-1.76,-4.44,-0.47,-8.42,-6.46,29.76,386.18
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801152.SI,生物制品,医药生物,51,2026-07-08,5213.91,-1.87,-4.89,-2.95,2.42,3.45,6.1,116.64
801971.SI,环境治理,环保,105,2026-07-08,1854.67,-1.88,-3.96,-2.46,-4.29,-4.25,15.52,133.12
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801744.SI,航海装备Ⅱ,国防军工,10,2026-07-08,3275.77,-1.97,-1.07,3.67,3.03,4.44,3.13,107.77
801082.SI,其他电子Ⅱ,电子,33,2026-07-08,20187.01,-1.98,-5.94,-11.73,-13.96,5.67,7.79,285.98
801132.SI,服装家纺,纺织服饰,59,2026-07-08,1499.32,-2.01,-5.13,-2.38,-2.23,-1.25,7.35,61.5
801713.SI,装修建材,建筑材料,35,2026-07-08,4428.63,-2.08,-6.38,-6.28,-8.25,-10.06,5.12,54.36
801096.SI,商用车,汽车,13,2026-07-08,6538.34,-2.12,-5.36,-2.03,-4.82,-13.51,3.18,30.7
801151.SI,化学制药,医药生物,151,2026-07-08,11550.87,-2.17,-5.23,-1.98,4.94,9.07,28.3,488.45
801218.SI,专业服务,社会服务,30,2026-07-08,5943.59,-2.18,-6.8,-9.59,-8.98,-2.13,2.83,43.01
801156.SI,医疗服务,医药生物,51,2026-07-08,6627.72,-2.26,-6.1,-6.8,0.08,14.71,8.16,226.37
801084.SI,光学光电子,电子,96,2026-07-08,2141.98,-2.38,-9.61,-15.44,-7.46,-1.32,75.28,860.51
801043.SI,冶钢原料,钢铁,9,2026-07-08,3131.54,-2.39,-5.56,-7.28,-7.77,-13.09,4.6,31.74
801745.SI,军工电子Ⅱ,国防军工,62,2026-07-08,6725.4,-2.43,-6.23,-7.13,-1.87,3.32,8.92,357.99
801972.SI,环保设备Ⅱ,环保,27,2026-07-08,2259.32,-2.44,-6.55,-7.38,-8.63,-7.67,3.11,45.45
801742.SI,航空装备Ⅱ,国防军工,45,2026-07-08,8412.73,-2.49,-7.81,-6.85,-7.83,-6.21,4.98,138.82
801074.SI,专用设备,机械设备,178,2026-07-08,12751.34,-2.69,-6.22,-6.34,-6.6,-4.2,21.36,483.46
801141.SI,包装印刷,轻工制造,41,2026-07-08,2744.71,-2.71,-6.49,-9.61,-10.68,-9.91,6.28,51.46
801994.SI,教育,社会服务,15,2026-07-08,1572.14,-2.84,-3.61,-3.37,-1.45,-10.82,6.88,21.48
801033.SI,化学原料,基础化工,57,2026-07-08,3171.81,-2.88,-6.43,-9.37,-10.2,-4.64,13.08,157.61
801738.SI,电网设备,电力设备,125,2026-07-08,5433.46,-2.99,-7.66,-7.81,-13.13,-12.45,20.26,344.91
801038.SI,农化制品,基础化工,58,2026-07-08,4818.58,-3.01,-5.65,-5.99,-9.96,-4.36,11.72,158.74
801083.SI,元件,电子,58,2026-07-08,24779.68,-3.1,-8.0,-13.78,-13.86,-4.8,20.06,1193.31
801014.SI,饲料,农林牧渔,17,2026-07-08,3461.54,-3.12,-0.59,-1.65,7.31,0.98,3.08,24.2
801034.SI,化学制品,基础化工,171,2026-07-08,6843.55,-3.13,-6.25,-9.17,-7.93,1.9,27.83,633.64
801086.SI,电子化学品Ⅱ,电子,34,2026-07-08,15103.24,-3.27,-5.43,-15.22,-5.99,18.28,11.11,560.48
801072.SI,通用设备,机械设备,219,2026-07-08,8858.4,-3.28,-8.15,-8.16,-7.92,-1.41,36.78,888.9
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-07-08,42113.34,-3.35,-4.75,-7.9,-11.91,-11.1,5.92,182.75
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-07-08,2191.27,-3.36,-10.32,-12.3,-3.27,3.93,5.98,116.73
801037.SI,橡胶,基础化工,17,2026-07-08,5267.58,-3.5,-8.15,-10.34,-4.9,4.72,2.31,42.81
801017.SI,养殖业,农林牧渔,23,2026-07-08,2513.05,-3.52,-0.26,-0.43,10.42,4.14,5.76,66.32
801735.SI,光伏设备,电力设备,64,2026-07-08,5894.92,-3.66,-6.16,-12.56,-10.51,-10.74,20.1,401.34
801077.SI,工程机械,机械设备,28,2026-07-08,21939.48,-3.76,-3.03,2.84,1.25,-7.89,6.05,87.35
801032.SI,化学纤维,基础化工,27,2026-07-08,4391.97,-3.92,-9.03,-10.36,-13.8,-11.21,6.32,46.27
801093.SI,汽车零部件,汽车,240,2026-07-08,7448.37,-4.15,-6.64,-2.26,-4.51,-9.33,28.67,554.35
801736.SI,风电设备,电力设备,29,2026-07-08,2251.04,-4.21,-11.62,-11.05,-9.41,-11.72,5.29,91.82
801743.SI,地面兵装Ⅱ,国防军工,12,2026-07-08,14890.25,-4.33,-8.94,-9.49,-10.29,-11.16,2.36,38.93
801078.SI,自动化设备,机械设备,79,2026-07-08,23361.72,-4.45,-8.22,-10.89,-10.48,-6.67,11.55,547.7
801051.SI,金属新材料,有色金属,32,2026-07-08,10551.31,-4.45,-10.75,-11.62,-13.1,-5.77,6.26,142.69
801036.SI,塑料,基础化工,73,2026-07-08,5302.82,-4.67,-9.9,-11.93,-14.72,-6.26,11.99,261.77
801737.SI,电池,电力设备,97,2026-07-08,23613.58,-4.8,-7.5,-8.7,-12.07,-8.22,23.62,862.07
801054.SI,小金属,有色金属,26,2026-07-08,39410.15,-5.02,-12.4,-15.95,-17.51,-0.53,9.19,397.8
801712.SI,玻璃玻纤,建筑材料,16,2026-07-08,25699.36,-5.37,-17.79,-19.7,-15.89,17.19,8.82,289.61
801039.SI,非金属材料Ⅱ,基础化工,7,2026-07-08,7362.87,-5.49,-10.93,-17.37,-22.95,-7.13,1.03,58.8
801116.SI,家电零部件Ⅱ,家用电器,30,2026-07-08,6987.46,-5.53,-11.64,-6.4,-5.04,-10.05,4.53,112.37
801731.SI,电机Ⅱ,电力设备,26,2026-07-08,12741.31,-6.39,-12.15,-5.72,-9.18,-14.11,4.52,84.78
801056.SI,能源金属,有色金属,13,2026-07-08,18743.1,-7.64,-9.92,-14.56,-18.2,-12.03,4.3,211.02
