代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801016.SI,种植业,农林牧渔,20,2026-06-08,2384.38,-2.88,-5.42,-6.48,-6.43,-18.32,4.79,30.92
801015.SI,渔业,农林牧渔,6,2026-06-08,674.83,-2.79,-3.1,-7.66,-6.72,-14.42,1.03,3.78
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801014.SI,饲料,农林牧渔,17,2026-06-08,3431.24,-1.16,-4.28,-8.47,-6.86,-12.8,2.68,21.61
801012.SI,农产品加工,农林牧渔,22,2026-06-08,2105.51,-2.78,-4.59,-7.05,-5.38,-12.74,1.91,21.07
801017.SI,养殖业,农林牧渔,23,2026-06-08,2419.61,-1.69,-4.63,-8.03,-9.58,-19.69,5.86,54.36
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-08,3992.82,0.52,-1.53,-4.34,-9.16,-19.33,0.95,9.96
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801033.SI,化学原料,基础化工,57,2026-06-08,3295.11,-2.24,-3.82,-3.38,-6.06,-12.05,14.72,208.93
801034.SI,化学制品,基础化工,171,2026-06-08,6615.15,-2.98,-3.05,-4.2,-7.1,-10.56,24.68,496.63
801032.SI,化学纤维,基础化工,27,2026-06-08,4851.76,-2.53,-0.61,0.55,-2.88,-9.82,8.5,76.37
801036.SI,塑料,基础化工,73,2026-06-08,5352.26,-3.85,-2.99,-0.52,-6.02,-5.07,16.81,334.66
801037.SI,橡胶,基础化工,17,2026-06-08,4832.98,-4.41,-3.96,-4.04,-13.62,-11.87,2.12,30.61
801038.SI,农化制品,基础化工,58,2026-06-08,4980.38,-3.93,-6.62,-7.19,-9.5,-19.36,13.68,159.89
801039.SI,非金属材料Ⅱ,基础化工,7,2026-06-08,7577.44,-1.55,-2.78,-1.56,-3.9,9.36,1.03,65.54
801043.SI,冶钢原料,钢铁,9,2026-06-08,3559.53,-2.15,-2.24,-0.83,-4.09,-14.45,6.2,45.56
801044.SI,普钢,钢铁,23,2026-06-08,2107.27,-2.76,-4.05,-5.31,-6.61,-16.21,17.52,50.71
801045.SI,特钢Ⅱ,钢铁,12,2026-06-08,3869.33,-2.93,-2.57,-6.03,-9.2,-17.75,2.71,22.4
801051.SI,金属新材料,有色金属,32,2026-06-08,10779.84,-3.56,0.13,4.24,-4.55,-1.5,9.99,209.08
801055.SI,工业金属,有色金属,60,2026-06-08,3113.93,-5.82,-12.19,-8.53,-11.22,-16.71,43.71,604.33
801053.SI,贵金属,有色金属,11,2026-06-08,21711.27,-6.39,-10.48,-9.46,-14.49,-26.58,5.33,111.39
801054.SI,小金属,有色金属,26,2026-06-08,38122.84,-5.37,-7.0,-0.26,-4.78,-13.04,11.11,481.4
801056.SI,能源金属,有色金属,13,2026-06-08,20138.31,-4.77,-9.15,-8.74,-13.43,-23.49,4.75,212.13
801081.SI,半导体,电子,174,2026-06-08,9703.49,-4.52,-7.04,-2.1,-14.27,-1.82,37.14,3168.57
801083.SI,元件,电子,58,2026-06-08,24264.58,-3.13,-3.38,2.56,-0.18,14.03,26.95,1715.72
801084.SI,光学光电子,电子,95,2026-06-08,2098.96,-3.26,1.41,5.38,-0.43,6.32,109.05,1127.56
801082.SI,其他电子Ⅱ,电子,33,2026-06-08,18028.02,-6.99,-7.0,-4.12,-12.44,-7.44,8.46,264.84
801085.SI,消费电子,电子,90,2026-06-08,11377.54,-5.13,-8.53,-5.14,-9.25,-6.29,28.86,1062.97
801086.SI,电子化学品Ⅱ,电子,34,2026-06-08,11794.87,-4.88,-2.07,2.09,-9.6,2.12,11.61,494.34
801093.SI,汽车零部件,汽车,240,2026-06-08,8137.99,-2.0,-1.91,-2.18,-9.64,-9.36,36.37,728.5
801092.SI,汽车服务,汽车,10,2026-06-08,476.78,-1.29,-3.17,-3.58,-6.19,-7.02,1.85,15.35
801881.SI,摩托车及其他,汽车,16,2026-06-08,3181.47,-0.51,-3.15,-4.41,-10.32,-12.84,1.3,26.08
801095.SI,乘用车,汽车,8,2026-06-08,15235.32,-2.07,-4.29,-3.84,-6.46,-12.51,3.77,70.37
801096.SI,商用车,汽车,13,2026-06-08,7625.23,0.12,-4.22,-5.3,-10.61,-21.84,5.11,64.95
801111.SI,白色家电,家用电器,10,2026-06-08,18718.78,0.44,-1.09,-0.38,1.74,-0.72,2.08,60.78
801112.SI,黑色家电,家用电器,10,2026-06-08,2092.88,-3.14,-4.3,-4.13,-10.93,-14.68,3.32,37.58
801113.SI,小家电,家用电器,20,2026-06-08,4268.57,0.97,0.9,-1.24,-9.64,-9.94,1.12,32.8
801114.SI,厨卫电器,家用电器,9,2026-06-08,7995.7,-2.52,-2.58,-6.67,-9.09,-17.56,0.5,5.28
801115.SI,照明设备Ⅱ,家用电器,12,2026-06-08,5098.34,-3.32,-1.2,1.42,-4.0,1.2,1.28,17.34
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-08,7680.27,-2.29,0.31,0.87,-12.71,-11.8,5.84,143.82
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801124.SI,食品加工,食品饮料,25,2026-06-08,12558.54,-1.48,-3.24,-6.98,-7.48,-13.8,3.05,28.77
801125.SI,白酒Ⅱ,食品饮料,19,2026-06-08,36265.1,-1.29,-2.64,-4.84,-3.55,-9.45,1.92,115.85
801126.SI,非白酒,食品饮料,17,2026-06-08,3596.37,-0.87,-2.85,-6.66,-3.95,-6.12,1.85,26.11
801127.SI,饮料乳品,食品饮料,26,2026-06-08,6834.61,-1.41,-5.15,-7.32,-5.41,-10.39,4.22,49.82
801128.SI,休闲食品,食品饮料,22,2026-06-08,1739.63,-1.95,-3.05,-7.03,-5.69,-8.27,1.63,19.58
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-08,6531.73,-0.31,-0.85,-4.25,-6.83,-9.63,4.58,53.06
801131.SI,纺织制造,纺织服饰,33,2026-06-08,1664.41,-2.11,-3.27,-6.28,-9.62,-16.57,3.46,27.07
801132.SI,服装家纺,纺织服饰,59,2026-06-08,1520.75,-1.29,-2.52,-4.56,-6.82,-10.52,7.5,66.03
801133.SI,饰品,纺织服饰,15,2026-06-08,1337.0,-3.25,-4.44,-6.53,-8.88,-13.22,2.3,15.22
801143.SI,造纸,轻工制造,23,2026-06-08,2156.65,-2.52,-3.79,-5.83,-6.69,-13.57,5.44,33.34
801141.SI,包装印刷,轻工制造,41,2026-06-08,3031.85,-1.02,-2.46,-2.52,-6.68,-13.45,7.71,95.53
801142.SI,家居用品,轻工制造,72,2026-06-08,1705.58,-2.62,-3.36,-5.39,-8.14,-13.22,6.06,72.21
801145.SI,文娱用品,轻工制造,22,2026-06-08,1777.13,-1.77,-5.4,-7.91,-6.3,-15.94,1.96,26.07
801151.SI,化学制药,医药生物,151,2026-06-08,10509.99,-2.7,-3.91,-7.2,-9.24,-16.61,17.14,271.53
801155.SI,中药Ⅱ,医药生物,66,2026-06-08,5460.21,-1.6,-2.4,-4.36,-3.31,-10.4,8.61,79.93
801152.SI,生物制品,医药生物,51,2026-06-08,5025.79,-2.67,-4.17,-7.5,-10.61,-19.4,4.95,83.15
801154.SI,医药商业,医药生物,32,2026-06-08,4426.18,-1.85,-2.95,-5.54,-5.86,-13.54,4.44,35.67
801153.SI,医疗器械,医药生物,129,2026-06-08,5662.82,-2.52,-4.0,-6.11,-9.67,-12.97,8.08,198.16
801156.SI,医疗服务,医药生物,51,2026-06-08,5816.53,-2.39,-4.37,-6.35,-10.11,-16.94,7.12,139.07
801161.SI,电力,公用事业,102,2026-06-08,3565.72,-2.65,-7.02,-7.37,-1.39,-1.31,90.1,772.65
801163.SI,燃气Ⅱ,公用事业,29,2026-06-08,3140.85,-1.88,-4.08,-5.86,-6.3,-10.59,4.94,44.19
801178.SI,物流,交通运输,47,2026-06-08,4125.74,-1.89,-2.48,-5.43,-6.02,-11.78,6.0,47.62
801179.SI,铁路公路,交通运输,33,2026-06-08,1523.21,-1.25,-2.35,-3.69,-4.27,-4.12,7.78,41.77
801991.SI,航空机场,交通运输,12,2026-06-08,2377.28,-3.68,-4.04,-8.15,-9.33,-11.8,11.87,54.7
801992.SI,航运港口,交通运输,34,2026-06-08,3171.93,-2.89,-3.61,-5.44,-8.77,-9.68,17.17,112.11
801181.SI,房地产开发,房地产,88,2026-06-08,2248.01,-2.48,-4.04,-6.25,-8.05,-14.97,48.19,221.76
801183.SI,房地产服务,房地产,11,2026-06-08,800.91,-2.8,-4.01,-7.32,-8.05,-19.3,2.78,10.25
801202.SI,贸易Ⅱ,商贸零售,13,2026-06-08,4583.4,-5.42,-4.03,-4.7,-8.07,-12.93,3.83,27.54
801203.SI,一般零售,商贸零售,59,2026-06-08,2801.09,-2.33,-4.1,-7.12,-6.47,-11.89,23.49,121.36
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-08,3759.33,-4.06,-6.1,-8.89,-12.28,-18.35,1.12,11.23
801206.SI,互联网电商,商贸零售,18,2026-06-08,10060.28,-3.42,-6.24,-9.27,-9.72,-18.08,2.66,25.42
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801218.SI,专业服务,社会服务,30,2026-06-08,5999.0,-2.96,-3.34,-2.9,-6.87,-9.45,3.13,50.66
801219.SI,酒店餐饮,社会服务,9,2026-06-08,1511.26,-2.76,-3.42,-6.45,-4.54,-13.94,0.77,7.48
801993.SI,旅游及景区,社会服务,24,2026-06-08,1973.19,-1.96,-2.79,-4.81,-2.94,-9.13,3.15,28.86
801994.SI,教育,社会服务,15,2026-06-08,1748.33,-2.78,-4.72,-9.03,-8.17,-15.14,3.11,15.74
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-08,1928.89,1.74,2.54,1.95,3.1,1.89,19.18,132.18
801783.SI,股份制银行Ⅱ,银行,9,2026-06-08,4184.09,-0.06,0.3,0.47,3.52,1.15,11.27,98.16
801784.SI,城商行Ⅱ,银行,17,2026-06-08,1037.39,0.39,-0.03,-0.71,1.43,-1.68,7.85,70.01
801785.SI,农商行Ⅱ,银行,10,2026-06-08,774.17,0.28,-0.54,-0.99,0.02,-2.85,2.83,13.89
801193.SI,证券Ⅱ,非银金融,50,2026-06-08,5708.83,-1.63,-3.36,-3.41,-4.54,-9.26,28.39,324.59
801194.SI,保险Ⅱ,非银金融,5,2026-06-08,1160.32,-0.14,-0.72,-1.51,-2.65,-12.3,2.44,83.97
801191.SI,多元金融,非银金融,26,2026-06-08,1121.95,-3.27,-5.88,-8.14,-10.51,-16.65,7.63,51.71
801231.SI,综合Ⅱ,综合,15,2026-06-08,4249.47,-2.91,-6.11,-8.58,-12.57,-17.75,4.42,35.35
801711.SI,水泥,建筑材料,21,2026-06-08,4149.91,-2.14,-3.05,-5.64,-5.13,-11.94,3.57,25.99
801712.SI,玻璃玻纤,建筑材料,16,2026-06-08,20234.07,-3.93,-4.0,-4.79,-9.19,-1.28,14.6,229.28
