代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801764.SI,游戏Ⅱ,传媒,26,2026-07-07,2890.59,1.96,1.3,2.28,6.12,2.95,16.52,268.54
801782.SI,国有大型银行Ⅱ,银行,6,2026-07-07,1842.91,1.72,2.58,1.98,-3.81,-4.46,15.96,104.14
801766.SI,影视院线,传媒,19,2026-07-07,1040.2,1.1,-0.21,3.55,-1.44,-6.63,8.3,65.41
801077.SI,工程机械,机械设备,28,2026-07-07,22795.49,0.91,4.8,7.19,2.52,-3.42,8.65,124.16
801102.SI,通信设备,通信,85,2026-07-07,11249.64,0.24,-3.34,-15.0,-15.57,-4.23,21.18,1684.13
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801086.SI,电子化学品Ⅱ,电子,34,2026-07-07,15613.34,-0.03,-8.01,-13.03,0.93,32.37,10.6,530.73
801784.SI,城商行Ⅱ,银行,17,2026-07-07,1011.31,-0.12,1.84,4.9,-1.3,-2.51,7.27,57.2
801081.SI,半导体,电子,175,2026-07-07,12765.69,-0.12,-1.21,-10.93,4.93,31.56,46.09,4607.25
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801735.SI,光伏设备,电力设备,64,2026-07-07,6118.92,-0.55,-3.98,-12.27,-6.88,-4.01,19.43,381.98
801783.SI,股份制银行Ⅱ,银行,9,2026-07-07,3974.69,-0.55,1.73,4.39,-2.4,-5.0,9.11,73.87
801127.SI,饮料乳品,食品饮料,26,2026-07-07,6683.66,-0.61,1.48,2.51,1.35,-2.21,3.75,39.33
801737.SI,电池,电力设备,97,2026-07-07,24804.53,-0.61,-3.05,-4.87,-6.64,-0.89,23.07,824.55
801112.SI,黑色家电,家用电器,10,2026-07-07,2057.81,-0.71,-1.7,-2.63,-1.26,-1.68,3.34,37.27
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801014.SI,饲料,农林牧渔,17,2026-07-07,3572.93,-0.8,1.52,5.97,7.4,4.13,3.84,27.46
801179.SI,铁路公路,交通运输,33,2026-07-07,1448.04,-0.85,1.57,3.38,-2.11,-4.93,5.23,29.95
801078.SI,自动化设备,机械设备,79,2026-07-07,24448.48,-0.91,-1.32,-8.51,-4.66,0.02,14.06,666.3
801785.SI,农商行Ⅱ,银行,10,2026-07-07,731.45,-0.92,2.03,4.3,-3.39,-5.52,2.78,12.63
801971.SI,环境治理,环保,105,2026-07-07,1890.21,-0.98,-0.08,1.58,-4.14,-1.24,16.98,145.7
801017.SI,养殖业,农林牧渔,23,2026-07-07,2604.84,-1.05,2.46,9.82,10.98,7.66,7.18,80.02
801044.SI,普钢,钢铁,23,2026-07-07,1982.51,-1.06,-1.11,0.44,-4.7,-5.92,12.66,32.32
801083.SI,元件,电子,58,2026-07-07,25572.6,-1.12,-3.25,-13.88,-8.9,5.39,20.52,1246.89
801744.SI,航海装备Ⅱ,国防军工,10,2026-07-07,3341.65,-1.12,7.75,9.46,4.9,6.72,2.79,85.07
801981.SI,个护用品,美容护理,12,2026-07-07,1188.07,-1.15,-0.78,2.34,-1.51,-1.09,0.58,8.36
801101.SI,计算机设备,计算机,84,2026-07-07,2949.42,-1.24,-0.04,-4.99,-0.51,4.81,11.93,355.11
801085.SI,消费电子,电子,90,2026-07-07,11347.36,-1.29,-1.29,-9.93,-7.68,-0.27,21.28,791.85
801994.SI,教育,社会服务,15,2026-07-07,1618.09,-1.3,0.7,4.87,-1.55,-7.45,10.14,30.71
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801191.SI,多元金融,非银金融,26,2026-07-07,1113.11,-1.32,0.45,2.99,-4.59,-0.79,6.69,43.96
801111.SI,白色家电,家用电器,10,2026-07-07,18233.94,-1.35,1.67,3.21,1.78,-2.59,2.39,58.95
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-07-07,2749.52,-1.39,0.55,2.44,-3.8,-6.53,3.31,16.54
801037.SI,橡胶,基础化工,17,2026-07-07,5458.73,-1.4,-7.88,-7.38,1.05,12.95,2.42,49.9
801043.SI,冶钢原料,钢铁,9,2026-07-07,3208.27,-1.48,-5.28,-1.82,-5.14,-9.87,3.24,21.67
801145.SI,文娱用品,轻工制造,22,2026-07-07,1600.57,-1.54,-0.38,2.17,-3.8,-9.94,1.05,12.71
801972.SI,环保设备Ⅱ,环保,27,2026-07-07,2315.71,-1.55,-3.32,-5.17,-5.94,-3.72,3.33,48.96
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-07-07,6608.45,-1.56,-0.34,-0.06,-2.86,1.17,2.48,33.83
801056.SI,能源金属,有色金属,13,2026-07-07,20293.5,-1.59,-4.23,-6.66,-7.53,0.77,3.9,208.05
801095.SI,乘用车,汽车,8,2026-07-07,13885.19,-1.59,1.66,4.57,-1.36,-8.86,4.01,67.99
801178.SI,物流,交通运输,47,2026-07-07,4082.96,-1.65,0.36,6.15,3.0,-1.04,5.47,55.04
801161.SI,电力,公用事业,102,2026-07-07,3200.35,-1.69,-2.15,-1.55,-5.99,-10.25,53.51,380.39
801051.SI,金属新材料,有色金属,32,2026-07-07,11042.42,-1.73,-6.77,-6.04,-9.51,2.44,6.51,157.33
801126.SI,非白酒,食品饮料,17,2026-07-07,3217.15,-1.76,-0.06,2.74,-0.37,-10.54,1.56,18.22
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801141.SI,包装印刷,轻工制造,41,2026-07-07,2821.18,-1.79,-4.13,-5.2,-8.06,-6.95,6.96,60.46
801194.SI,保险Ⅱ,非银金融,5,2026-07-07,1111.02,-1.81,0.21,3.76,-1.55,-4.25,2.45,80.37
801769.SI,出版,传媒,29,2026-07-07,1335.68,-1.81,-2.44,0.22,-6.3,-9.84,2.45,22.28
801765.SI,广告营销,传媒,28,2026-07-07,2341.36,-1.82,-8.93,-5.32,-9.75,-13.07,12.39,106.63
801142.SI,家居用品,轻工制造,72,2026-07-07,1608.63,-1.85,-1.86,0.91,-2.79,-5.68,5.09,59.77
801084.SI,光学光电子,电子,96,2026-07-07,2194.17,-1.88,-11.27,-13.37,-2.68,4.54,71.62,822.94
801143.SI,造纸,轻工制造,23,2026-07-07,2012.13,-1.88,0.1,2.83,-1.21,-6.7,4.91,28.84
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801124.SI,食品加工,食品饮料,25,2026-07-07,12240.43,-1.95,-0.42,2.22,-3.35,-2.53,4.02,24.06
801711.SI,水泥,建筑材料,21,2026-07-07,3854.87,-1.98,0.39,1.23,-2.63,-7.11,3.42,26.81
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-07-07,4321.4,-2.01,3.18,6.39,2.52,8.23,0.75,9.45
801951.SI,煤炭开采,煤炭,30,2026-07-07,3425.66,-2.05,2.99,7.34,-0.2,-14.79,9.1,101.44
801092.SI,汽车服务,汽车,10,2026-07-07,426.26,-2.05,-3.15,-1.37,-9.47,-10.6,1.07,7.44
801125.SI,白酒Ⅱ,食品饮料,19,2026-07-07,33608.48,-2.09,-1.48,-0.56,-3.21,-7.33,1.72,99.87
801093.SI,汽车零部件,汽车,240,2026-07-07,7771.13,-2.1,2.1,3.17,-1.09,-4.51,31.47,633.8
801034.SI,化学制品,基础化工,171,2026-07-07,7064.82,-2.1,-6.48,-2.71,-3.17,6.8,27.07,638.36
801982.SI,化妆品,美容护理,14,2026-07-07,5741.04,-2.12,-1.53,1.64,-1.08,-6.26,1.0,18.07
