代码,名称,一级行业,成份数,日期,收盘价,涨跌幅(%),3日涨跌(%),5日涨跌(%),10日涨跌(%),20日涨跌(%),成交量(亿手),成交额(亿元)
801151.SI,化学制药,医药生物,151,2026-06-29,11315.36,7.37,2.8,5.74,4.55,-1.13,32.63,592.13
801152.SI,生物制品,医药生物,51,2026-06-29,5191.78,7.26,1.98,3.0,1.81,-4.64,8.66,173.77
801156.SI,医疗服务,医药生物,51,2026-06-29,7088.38,6.82,7.04,12.46,18.13,13.0,13.03,367.59
801086.SI,电子化学品Ⅱ,电子,34,2026-06-29,17364.14,4.65,8.09,8.67,35.73,46.96,19.68,1056.8
801017.SI,养殖业,农林牧渔,23,2026-06-29,2421.79,4.52,6.41,1.85,-1.56,-7.42,8.61,100.29
801081.SI,半导体,电子,175,2026-06-29,13817.94,4.49,8.17,11.97,35.5,31.85,63.89,6547.7
801155.SI,中药Ⅱ,医药生物,66,2026-06-29,5270.32,4.25,0.07,-0.32,-3.88,-7.03,12.81,122.67
801981.SI,个护用品,美容护理,12,2026-06-29,1184.43,3.64,0.3,-0.16,-3.52,-6.92,0.78,11.4
801153.SI,医疗器械,医药生物,129,2026-06-29,5502.88,3.52,-1.24,-1.91,-3.41,-9.27,10.44,273.38
801126.SI,非白酒,食品饮料,17,2026-06-29,3184.42,3.0,1.17,-1.78,-12.83,-16.16,1.93,25.65
801154.SI,医药商业,医药生物,32,2026-06-29,4177.33,2.87,-2.63,-3.24,-6.62,-9.74,4.76,40.59
801127.SI,饮料乳品,食品饮料,26,2026-06-29,6637.16,2.76,1.42,-0.35,-3.69,-8.87,3.38,56.08
801194.SI,保险Ⅱ,非银金融,5,2026-06-29,1091.06,2.73,-1.08,-5.97,-8.62,-7.15,3.38,110.97
801014.SI,饲料,农林牧渔,17,2026-06-29,3363.81,2.72,4.28,2.26,-3.49,-7.95,3.81,31.0
801114.SI,厨卫电器,家用电器,9,2026-06-29,7424.32,2.54,-1.71,-3.43,-8.38,-11.79,1.05,10.36
801726.SI,工程咨询服务Ⅱ,建筑装饰,41,2026-06-29,2375.8,2.32,4.87,4.1,12.69,13.96,7.82,183.97
801037.SI,橡胶,基础化工,17,2026-06-29,5727.54,2.18,3.4,6.39,14.62,13.92,3.71,94.6
801764.SI,游戏Ⅱ,传媒,26,2026-06-29,2802.46,2.16,2.27,-0.07,2.8,-3.77,12.49,189.29
801056.SI,能源金属,有色金属,13,2026-06-29,21490.94,2.15,-6.21,-8.94,-4.44,-4.0,5.55,261.34
801115.SI,照明设备Ⅱ,家用电器,12,2026-06-29,5062.21,2.05,-1.19,-6.49,-1.94,-1.96,2.11,27.69
801128.SI,休闲食品,食品饮料,22,2026-06-29,1563.37,1.93,-1.42,-2.6,-9.72,-15.02,1.71,20.34
801095.SI,乘用车,汽车,8,2026-06-29,13298.39,1.92,-3.37,-8.05,-11.93,-17.35,5.41,93.55
801125.SI,白酒Ⅱ,食品饮料,19,2026-06-29,34015.95,1.92,-0.4,-3.81,-7.39,-11.71,2.64,185.28
801055.SI,工业金属,有色金属,60,2026-06-29,3022.31,1.83,-6.45,-13.87,-8.67,-11.36,47.67,671.14
801735.SI,光伏设备,电力设备,64,2026-06-29,6718.17,1.8,1.99,-2.9,3.25,-6.9,27.07,651.93
801982.SI,化妆品,美容护理,14,2026-06-29,5542.1,1.77,-1.53,-5.01,-10.3,-12.95,1.18,19.76
801012.SI,农产品加工,农林牧渔,22,2026-06-29,1936.15,1.69,-2.65,-5.54,-9.82,-11.02,3.03,39.76
801112.SI,黑色家电,家用电器,10,2026-06-29,2028.48,1.66,-0.82,-3.21,-1.63,-6.81,4.02,42.61
801133.SI,饰品,纺织服饰,15,2026-06-29,1265.07,1.63,-2.58,-5.68,-6.94,-10.86,1.86,12.98
801018.SI,动物保健Ⅱ,农林牧渔,10,2026-06-29,4153.75,1.63,-1.61,0.45,0.4,1.27,2.72,19.48
801113.SI,小家电,家用电器,20,2026-06-29,3698.05,1.55,-2.13,-6.13,-8.63,-12.52,1.1,23.23
801053.SI,贵金属,有色金属,11,2026-06-29,19985.7,1.51,-6.39,-15.67,-11.68,-16.11,5.08,96.4
801951.SI,煤炭开采,煤炭,30,2026-06-29,3276.7,1.46,-2.57,-5.99,-14.09,-12.81,15.72,133.45
801881.SI,摩托车及其他,汽车,16,2026-06-29,3120.8,1.44,-0.07,1.4,-1.11,-4.23,1.31,25.73
801203.SI,一般零售,商贸零售,59,2026-06-29,2519.43,1.44,-2.09,-4.7,-8.49,-14.9,16.38,84.69
801193.SI,证券Ⅱ,非银金融,50,2026-06-29,6376.28,1.33,0.77,-0.86,7.26,8.05,45.29,594.75
801733.SI,其他电源设备Ⅱ,电力设备,30,2026-06-29,46309.35,1.32,-3.14,-8.47,5.58,-1.12,8.21,286.75
801737.SI,电池,电力设备,97,2026-06-29,25616.72,1.31,-4.61,-7.53,-0.49,-5.96,27.47,1068.29
801143.SI,造纸,轻工制造,23,2026-06-29,1961.53,1.15,-1.47,-4.37,-9.57,-13.05,5.62,29.81
801129.SI,调味发酵品Ⅱ,食品饮料,14,2026-06-29,6670.62,1.15,-2.6,-0.67,-2.21,-2.19,4.02,59.49
801993.SI,旅游及景区,社会服务,24,2026-06-29,1794.09,1.02,-2.0,-4.72,-10.26,-12.07,2.88,22.53
801724.SI,专业工程,建筑装饰,39,2026-06-29,2022.29,1.0,0.11,-0.64,4.44,4.0,9.97,150.49
801179.SI,铁路公路,交通运输,33,2026-06-29,1428.1,0.98,-1.5,-3.06,-6.16,-9.29,7.39,36.4
801077.SI,工程机械,机械设备,28,2026-06-29,21593.73,0.87,-0.35,-6.09,-4.88,-5.17,7.55,98.29
801782.SI,国有大型银行Ⅱ,银行,6,2026-06-29,1844.72,0.82,-1.21,-1.34,-7.64,-0.9,16.64,107.81
801016.SI,种植业,农林牧渔,20,2026-06-29,2114.29,0.82,-4.13,-9.87,-12.88,-14.65,4.34,26.03
801962.SI,油服工程,石油石化,13,2026-06-29,2101.1,0.8,-4.77,-8.12,-9.83,-13.65,4.15,23.39
801741.SI,航天装备Ⅱ,国防军工,9,2026-06-29,30916.72,0.74,5.57,0.72,-1.82,0.58,3.3,137.36
801044.SI,普钢,钢铁,23,2026-06-29,1973.77,0.61,-3.91,-7.69,-7.97,-10.32,17.17,47.53
801034.SI,化学制品,基础化工,171,2026-06-29,7230.5,0.59,-2.72,-2.0,3.82,6.96,33.31,724.96
801766.SI,影视院线,传媒,19,2026-06-29,994.92,0.54,-2.14,-5.39,-6.57,-17.53,6.83,47.08
801076.SI,轨交设备Ⅱ,机械设备,31,2026-06-29,5489.68,0.5,-1.74,-5.56,-2.57,-4.37,6.47,70.15
801178.SI,物流,交通运输,47,2026-06-29,3844.21,0.49,-1.39,-2.89,-7.17,-10.7,5.92,57.16
801783.SI,股份制银行Ⅱ,银行,9,2026-06-29,3894.58,0.47,-1.97,-4.28,-8.53,-6.1,12.73,106.42
801994.SI,教育,社会服务,15,2026-06-29,1565.75,0.46,-1.85,-5.65,-9.31,-16.65,3.6,16.41
801142.SI,家居用品,轻工制造,72,2026-06-29,1592.02,0.44,-2.33,-3.53,-6.51,-9.96,6.29,73.24
801015.SI,渔业,农林牧渔,6,2026-06-29,603.19,0.44,-2.8,-5.66,-10.09,-14.73,0.97,3.08
801191.SI,多元金融,非银金融,26,2026-06-29,1092.38,0.42,-3.72,-7.05,-4.92,-9.3,7.15,48.05
801219.SI,酒店餐饮,社会服务,9,2026-06-29,1367.44,0.4,-3.51,-5.06,-10.31,-13.32,0.89,8.51
801163.SI,燃气Ⅱ,公用事业,29,2026-06-29,2910.81,0.25,-3.77,-5.87,-7.57,-9.97,4.82,59.87
801216.SI,体育Ⅱ,社会服务,2,2024-06-17,1577.85,0.2,-4.03,-3.02,-7.27,-10.16,0.26,1.85
801145.SI,文娱用品,轻工制造,22,2026-06-29,1563.98,0.19,-4.21,-6.12,-9.53,-18.39,1.85,19.5
801078.SI,自动化设备,机械设备,79,2026-06-29,25471.78,0.18,-2.39,-2.15,8.21,6.17,14.93,909.88
801054.SI,小金属,有色金属,26,2026-06-29,46829.89,0.17,-1.98,-7.79,11.41,19.54,15.48,769.81
801161.SI,电力,公用事业,102,2026-06-29,3272.67,0.14,-2.4,-4.67,-8.0,-14.21,63.1,492.82
801111.SI,白色家电,家用电器,10,2026-06-29,17951.95,0.13,1.73,0.13,-5.26,-3.73,3.56,110.53
801745.SI,军工电子Ⅱ,国防军工,62,2026-06-29,6856.98,0.11,0.05,-1.11,5.09,3.45,11.49,448.04
801784.SI,城商行Ⅱ,银行,17,2026-06-29,991.09,0.01,-0.96,-2.13,-7.93,-3.46,8.2,70.44
801104.SI,软件开发,计算机,131,2026-06-29,5548.91,-0.01,-6.01,-8.92,-3.63,-10.52,17.42,466.91
801711.SI,水泥,建筑材料,21,2026-06-29,3845.91,-0.03,-1.87,-4.05,-6.27,-11.79,3.75,30.49
801183.SI,房地产服务,房地产,11,2026-06-29,704.49,-0.03,-1.86,-4.66,-10.37,-17.62,2.45,8.66
801744.SI,航海装备Ⅱ,国防军工,10,2026-06-29,3028.45,-0.05,-4.75,-8.39,-3.55,-8.45,2.74,70.07
801131.SI,纺织制造,纺织服饰,33,2026-06-29,1652.84,-0.05,-2.67,-2.23,-1.15,-5.78,4.34,54.53
801738.SI,电网设备,电力设备,125,2026-06-29,5919.09,-0.08,-5.37,-9.18,-1.72,-12.09,26.75,489.33
801101.SI,计算机设备,计算机,84,2026-06-29,2968.2,-0.14,-1.82,-1.93,6.94,0.43,14.76,443.77
801141.SI,包装印刷,轻工制造,41,2026-06-29,2954.04,-0.17,-3.87,-3.6,-1.99,-3.78,8.98,105.13
801765.SI,广告营销,传媒,28,2026-06-29,2425.61,-0.17,-5.79,-10.74,-7.55,-15.72,15.17,145.67
801769.SI,出版,传媒,29,2026-06-29,1333.31,-0.18,-4.65,-7.37,-7.73,-12.78,2.66,26.0
801116.SI,家电零部件Ⅱ,家用电器,30,2026-06-29,7029.1,-0.19,-4.47,-6.36,-6.2,-9.43,5.75,109.02
801096.SI,商用车,汽车,13,2026-06-29,6597.39,-0.19,-3.96,-7.99,-10.67,-17.76,4.75,56.26
801124.SI,食品加工,食品饮料,25,2026-06-29,12213.41,-0.21,-2.64,-3.86,-4.91,-8.81,3.82,36.91
801206.SI,互联网电商,商贸零售,18,2026-06-29,9725.86,-0.23,-3.43,-3.68,-2.55,-9.71,2.99,31.69
801723.SI,基础建设,建筑装饰,45,2026-06-29,2029.83,-0.23,-4.1,-6.32,-5.37,-10.78,19.34,107.23
801983.SI,医疗美容,美容护理,3,2024-06-17,1777.83,-0.25,-1.6,-3.39,-5.14,-12.4,0.11,4.67
801721.SI,房屋建设Ⅱ,建筑装饰,8,2026-06-29,2706.64,-0.27,-3.61,-6.44,-9.34,-12.69,5.25,20.66
801952.SI,焦炭Ⅱ,煤炭,7,2026-06-29,1063.67,-0.29,-2.0,-6.17,-14.81,-17.69,2.1,6.22
801961.SI,油气开采Ⅱ,石油石化,4,2024-06-17,2108.92,-0.42,-2.4,0.96,-0.5,3.0,0.86,10.53
801132.SI,服装家纺,纺织服饰,59,2026-06-29,1486.17,-0.47,-3.09,-1.69,-2.54,-4.39,8.3,64.77
801785.SI,农商行Ⅱ,银行,10,2026-06-29,723.26,-0.48,-1.49,-2.96,-9.08,-5.9,3.04,14.43
801045.SI,特钢Ⅱ,钢铁,12,2026-06-29,3795.37,-0.52,-4.72,-7.91,-3.76,-7.57,2.6,23.79
801038.SI,农化制品,基础化工,58,2026-06-29,5103.64,-0.57,-4.64,-4.44,-3.23,-3.69,15.52,215.72
801963.SI,炼化及贸易,石油石化,30,2026-06-29,2742.28,-0.59,-3.71,-4.2,-6.61,-6.42,12.55,106.33
801072.SI,通用设备,机械设备,219,2026-06-29,9307.95,-0.68,-3.25,-3.58,7.85,7.14,38.94,1053.77
801207.SI,旅游零售Ⅱ,商贸零售,2,2024-06-17,8063.33,-0.72,-3.44,-5.26,-3.13,-10.08,0.11,7.8
801713.SI,装修建材,建筑材料,35,2026-06-29,4638.52,-0.74,-3.91,-5.98,-6.16,-9.88,5.49,58.25
801722.SI,装修装饰Ⅱ,建筑装饰,22,2026-06-29,4255.68,-0.76,-2.33,-2.0,0.75,-8.56,5.49,34.64
801971.SI,环境治理,环保,105,2026-06-29,1854.48,-0.76,-4.3,-6.04,-4.26,-7.37,15.31,156.39
801767.SI,数字媒体,传媒,14,2026-06-29,1564.25,-0.77,-6.35,-9.34,-6.23,-8.99,2.81,45.99
801033.SI,化学原料,基础化工,57,2026-06-29,3389.51,-0.86,-4.04,-2.73,-0.07,1.81,17.45,274.77
801103.SI,IT服务Ⅱ,计算机,119,2026-06-29,4670.22,-0.87,-7.43,-9.7,-3.92,-10.49,24.71,422.17
801972.SI,环保设备Ⅱ,环保,27,2026-06-29,2392.75,-0.88,-3.24,-4.22,0.46,-2.55,6.07,101.21
801204.SI,专业连锁Ⅱ,商贸零售,7,2026-06-29,3247.33,-1.15,-7.06,-11.88,-15.02,-19.43,1.09,9.15
801181.SI,房地产开发,房地产,88,2026-06-29,2112.74,-1.16,-3.13,-4.94,-6.43,-11.58,42.03,243.44
801093.SI,汽车零部件,汽车,240,2026-06-29,7353.41,-1.22,-5.72,-7.56,-6.24,-12.26,33.58,620.9
801043.SI,冶钢原料,钢铁,9,2026-06-29,3241.53,-1.25,-4.53,-8.2,-11.8,-9.78,6.53,40.71
801032.SI,化学纤维,基础化工,27,2026-06-29,4859.78,-1.28,-4.62,-3.81,-1.43,1.78,9.3,92.04
801991.SI,航空机场,交通运输,12,2026-06-29,2409.92,-1.3,0.57,-0.58,-3.39,-7.08,8.69,44.41
801117.SI,其他家电Ⅱ,家用电器,3,2024-06-17,473.77,-1.32,-2.54,-1.45,-11.29,-15.39,0.16,0.8
801223.SI,通信服务,通信,38,2026-06-29,2068.26,-1.32,-6.58,-9.19,-5.82,-11.71,10.77,144.12
801731.SI,电机Ⅱ,电力设备,26,2026-06-29,12804.08,-1.32,-8.73,-10.56,-7.96,-14.88,3.46,66.8
801742.SI,航空装备Ⅱ,国防军工,45,2026-06-29,8755.51,-1.37,-4.07,-6.79,-6.23,-9.36,7.75,267.64
801995.SI,电视广播Ⅱ,传媒,14,2026-06-29,935.94,-1.45,-5.73,-8.27,-6.62,-16.24,3.45,18.81
801084.SI,光学光电子,电子,96,2026-06-29,2363.05,-1.51,2.09,3.28,19.49,18.25,108.46,1382.67
801019.SI,农业综合Ⅱ,农林牧渔,2,2024-06-17,1017.95,-1.78,-2.1,-5.93,-11.6,-17.29,0.32,1.25
801218.SI,专业服务,社会服务,30,2026-06-29,6256.88,-1.84,-4.18,-4.64,3.64,1.23,3.04,56.54
801011.SI,林业Ⅱ,农林牧渔,4,2024-06-17,560.05,-1.91,-5.36,-4.69,-18.3,-23.04,0.32,0.83
801992.SI,航运港口,交通运输,34,2026-06-29,3163.04,-1.93,-7.8,-4.9,-1.43,-4.55,13.98,109.9
801074.SI,专用设备,机械设备,178,2026-06-29,13269.72,-1.97,-2.81,-4.11,3.25,1.09,29.81,671.33
801092.SI,汽车服务,汽车,10,2026-06-29,435.05,-2.01,-6.83,-6.96,-8.17,-10.02,1.58,12.69
801736.SI,风电设备,电力设备,29,2026-06-29,2422.72,-2.14,-2.5,-5.66,-2.53,-14.91,7.76,140.39
